now[ms],AHT_tmp[C],AHT_hum,BMP_temp[C],BMP_pres,gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz,volt
1144442,-16.60,56.94,-15.87,102740,2.221,2.336,-0.099,0.001,-0.081,1.017,4.95,-1001.00,1215.00,87.00,3007.0000
1144521,-16.60,56.97,-15.87,102740,2.366,2.275,-0.282,0.002,-0.078,1.016,5.00,-998.00,1215.00,85.00,3003.0000
1144600,-16.60,56.96,-15.87,102740,2.336,2.496,-0.298,0.008,-0.080,1.013,4.95,-1003.00,1227.00,100.00,3005.0000
1144679,-16.60,56.94,-15.87,102740,2.382,2.458,-0.221,0.007,-0.079,1.017,5.00,-996.00,1227.00,87.00,3006.0000
1144763,-16.59,56.93,-15.87,102738,2.382,2.405,-0.481,0.006,-0.080,1.017,5.00,-1001.00,1230.00,97.00,3006.0000
1144842,-16.59,56.93,-15.87,102740,2.519,2.718,-0.313,0.005,-0.078,1.022,5.00,-993.00,1232.00,100.00,3005.0000
1144921,-16.60,56.96,-15.87,102740,2.382,2.160,-0.153,0.003,-0.084,1.021,4.95,-988.00,1235.00,90.00,3005.0000
1145000,-16.58,56.95,-15.87,102738,2.328,2.313,-0.221,0.002,-0.077,1.015,5.00,-991.00,1225.00,120.00,3005.0000
1145079,-16.60,56.97,-15.87,102738,2.282,2.313,0.015,0.003,-0.082,1.015,4.86,-998.00,1235.00,95.00,3006.0000
1145163,-16.61,56.94,-15.88,102739,2.427,2.389,0.092,0.003,-0.083,1.019,5.00,-1001.00,1220.00,105.00,3003.0000
1145242,-16.60,56.98,-15.88,102739,2.313,2.466,-0.481,0.004,-0.080,1.017,4.67,-993.00,1222.00,107.00,3006.0000
1145321,-16.61,56.98,-15.87,102741,2.534,2.328,-0.183,0.005,-0.078,1.021,5.00,-1003.00,1230.00,92.00,3006.0000
1145400,-16.58,56.94,-15.87,102741,2.779,2.473,-0.260,0.002,-0.080,1.019,5.05,-996.00,1237.00,112.00,3005.0000
1145479,-16.60,56.96,-15.88,102739,2.458,2.405,-0.214,0.003,-0.079,1.022,5.00,-998.00,1235.00,100.00,3003.0000
1145584,-16.62,56.86,-15.88,102738,2.305,2.237,-0.260,0.006,-0.083,1.018,5.05,-996.00,1225.00,90.00,3006.0000
1145664,-16.60,56.96,-15.88,102738,2.519,2.511,-0.206,0.007,-0.077,1.014,5.00,-996.00,1212.00,100.00,3006.0000
1145743,-16.60,56.98,-15.88,102733,2.351,2.405,-0.176,0.006,-0.081,1.013,5.00,-998.00,1222.00,105.00,3005.0000
1145822,-16.62,56.97,-15.88,102733,2.550,2.198,-0.290,0.005,-0.074,1.016,5.00,-998.00,1232.00,105.00,3003.0000
1145906,-16.59,56.96,-15.87,102735,2.420,2.588,-0.084,0.007,-0.083,1.020,5.00,-988.00,1215.00,110.00,3005.0000
1145985,-16.61,56.97,-15.87,102735,2.374,2.565,-0.122,0.004,-0.076,1.009,4.95,-998.00,1225.00,105.00,3006.0000
1146064,-16.61,56.97,-15.88,102731,2.374,2.382,-0.046,0.006,-0.079,1.013,5.00,-993.00,1225.00,92.00,3004.0000
1146143,-16.61,56.99,-15.88,102731,2.214,2.298,-0.122,0.007,-0.080,1.019,4.81,-1003.00,1217.00,87.00,3007.0000
1146222,-16.60,56.98,-15.88,102737,2.298,2.252,-0.176,0.004,-0.080,1.017,5.00,-998.00,1227.00,100.00,3003.0000
1146306,-16.60,56.96,-15.88,102737,2.412,2.481,-0.031,0.002,-0.076,1.017,4.95,-996.00,1207.00,90.00,3006.0000
1146385,-16.61,56.98,-15.87,102729,2.252,2.557,-0.137,0.006,-0.079,1.018,5.00,-983.00,1217.00,97.00,3003.0000
1146464,-16.60,56.96,-15.87,102726,2.557,2.336,-0.221,0.007,-0.081,1.019,4.86,-988.00,1220.00,90.00,3006.0000
1146543,-16.60,56.99,-15.87,102726,2.397,2.389,-0.435,0.003,-0.078,1.013,5.14,-1008.00,1225.00,112.00,3005.0000
1146622,-16.58,56.98,-15.88,102729,2.321,2.305,-0.305,0.009,-0.079,1.020,5.14,-983.00,1230.00,102.00,3003.0000
1146706,-16.60,56.98,-15.88,102729,2.420,2.397,-0.130,-0.002,-0.081,1.015,5.00,-996.00,1227.00,97.00,3006.0000
1146785,-16.60,57.00,-15.87,102736,2.427,2.389,-0.267,0.003,-0.085,1.024,5.00,-998.00,1225.00,97.00,3007.0000
1146864,-16.60,56.99,-15.87,102736,2.634,2.779,-0.405,0.010,-0.080,1.016,4.95,-991.00,1225.00,110.00,3004.0000
1146943,-16.62,56.99,-15.87,102743,2.443,2.214,-0.252,0.008,-0.083,1.016,4.67,-998.00,1227.00,90.00,3006.0000
1147027,-16.61,56.98,-15.87,102743,2.359,2.718,-0.153,0.006,-0.080,1.021,4.86,-1011.00,1227.00,95.00,3008.0000
1147108,-16.62,56.99,-15.88,102740,2.427,2.405,0.031,0.003,-0.083,1.013,4.86,-998.00,1230.00,87.00,3005.0000
1147187,-16.60,57.00,-15.88,102740,2.382,2.504,-0.191,0.007,-0.081,1.018,4.86,-998.00,1220.00,97.00,3005.0000
1147266,-16.63,57.00,-15.88,102738,2.611,2.672,-0.214,0.005,-0.084,1.010,4.86,-998.00,1222.00,115.00,3007.0000
1147345,-16.62,57.00,-15.88,102738,2.313,2.573,0.053,0.008,-0.082,1.015,5.00,-1001.00,1217.00,105.00,3006.0000
1147429,-16.62,57.02,-15.87,102743,2.573,2.336,-0.176,0.006,-0.082,1.019,4.95,-991.00,1230.00,110.00,3005.0000
1147508,-16.62,57.01,-15.87,102739,2.252,2.557,-0.153,0.003,-0.079,1.015,4.86,-993.00,1215.00,105.00,3006.0000
1147589,-16.60,56.99,-15.87,102739,2.450,2.626,-0.313,0.006,-0.083,1.018,4.95,-1001.00,1225.00,107.00,3002.0000
1147668,-16.60,57.02,-15.87,102737,2.496,2.374,-0.115,0.003,-0.083,1.019,4.86,-998.00,1210.00,105.00,3006.0000
1147752,-16.61,57.00,-15.87,102737,2.427,2.374,0.015,0.008,-0.079,1.017,4.72,-1003.00,1222.00,97.00,3005.0000
1147831,-16.61,57.00,-15.87,102738,2.145,2.336,-0.336,0.003,-0.080,1.019,4.86,-993.00,1222.00,90.00,3005.0000
1147910,-16.61,57.00,-15.87,102738,2.313,2.214,-0.176,0.004,-0.082,1.020,4.95,-996.00,1217.00,102.00,3005.0000
1147989,-16.62,56.99,-15.87,102739,2.321,2.527,-0.107,0.004,-0.080,1.013,4.86,-998.00,1220.00,90.00,3004.0000
1148068,-16.61,57.03,-15.87,102739,2.282,2.275,0.038,0.002,-0.081,1.016,4.86,-1006.00,1225.00,100.00,3007.0000
1148152,-16.60,56.98,-15.88,102736,2.405,2.267,-0.038,0.005,-0.077,1.019,4.95,-993.00,1232.00,92.00,3008.0000
1148231,-16.61,57.00,-15.88,102736,2.366,2.405,-0.420,0.006,-0.079,1.015,4.86,-988.00,1225.00,90.00,3005.0000
1148310,-16.61,57.02,-15.87,102737,2.359,2.603,-0.183,0.004,-0.084,1.021,5.00,-1001.00,1225.00,87.00,3005.0000
1148389,-16.61,57.02,-15.87,102739,2.382,2.252,-0.336,0.005,-0.080,1.014,4.95,-998.00,1217.00,100.00,3006.0000
1148468,-16.60,57.01,-15.87,102739,2.229,2.603,-0.237,0.006,-0.080,1.022,4.95,-996.00,1215.00,95.00,3005.0000
1148572,-16.63,56.92,-15.87,102740,2.450,2.366,-0.137,0.002,-0.083,1.014,4.95,-988.00,1210.00,97.00,3003.0000
1148658,-16.64,57.00,-15.87,102740,2.611,2.328,-0.313,0.004,-0.081,1.018,4.86,-996.00,1220.00,97.00,3008.0000
1148737,-16.61,57.01,-15.88,102739,2.473,2.420,-0.229,0.008,-0.080,1.019,4.95,-998.00,1220.00,85.00,3006.0000
1148816,-16.62,57.03,-15.88,102739,2.336,2.405,0.023,0.006,-0.078,1.017,4.86,-998.00,1227.00,112.00,3005.0000
1148900,-16.62,57.00,-15.87,102742,2.344,2.580,0.015,0.003,-0.082,1.015,4.95,-998.00,1212.00,105.00,3003.0000
1148979,-16.61,57.03,-15.87,102743,2.290,2.176,-0.160,0.004,-0.080,1.020,4.95,-1001.00,1235.00,80.00,3003.0000
1149058,-16.62,57.03,-15.87,102743,2.351,2.588,-0.267,0.004,-0.082,1.019,4.95,-1003.00,1222.00,95.00,3005.0000
1149137,-16.62,57.03,-15.87,102739,2.260,2.214,-0.137,0.005,-0.080,1.016,4.86,-988.00,1227.00,92.00,3005.0000
1149216,-16.63,57.03,-15.87,102739,2.321,2.504,-0.015,0.005,-0.081,1.023,4.86,-991.00,1222.00,90.00,3005.0000
1149300,-16.62,57.00,-15.88,102741,2.427,2.588,-0.099,0.001,-0.084,1.019,5.14,-991.00,1227.00,90.00,3007.0000
1149379,-16.63,57.01,-15.88,102741,2.718,2.473,-0.183,0.004,-0.079,1.014,5.00,-998.00,1222.00,92.00,3003.0000
1149458,-16.63,57.04,-15.88,102739,2.405,2.519,-0.168,0.004,-0.077,1.019,4.95,-1001.00,1235.00,90.00,3006.0000
1149537,-16.63,57.05,-15.88,102739,2.519,2.290,-0.412,0.006,-0.083,1.018,4.86,-998.00,1225.00,92.00,3007.0000
1149616,-16.62,57.04,-15.89,102736,2.351,2.412,-0.099,0.008,-0.076,1.014,4.95,-991.00,1217.00,95.00,3006.0000
1149700,-16.64,57.03,-15.89,102736,2.542,2.389,-0.221,0.005,-0.080,1.012,4.81,-998.00,1222.00,90.00,3004.0000
1149779,-16.64,57.05,-15.88,102741,2.160,2.435,-0.130,0.008,-0.079,1.018,4.86,-998.00,1232.00,90.00,3003.0000
1149858,-16.63,57.05,-15.88,102741,2.382,2.305,-0.061,0.006,-0.077,1.018,4.95,-988.00,1215.00,95.00,3005.0000
1149937,-16.62,57.04,-15.88,102740,2.260,2.740,0.153,0.008,-0.080,1.019,4.95,-998.00,1217.00,100.00,3004.0000
1150021,-16.63,57.02,-15.88,102739,2.519,2.641,-0.282,0.003,-0.081,1.017,5.00,-1006.00,1220.00,92.00,3006.0000
1150100,-16.62,57.05,-15.88,102739,2.634,2.321,-0.099,0.002,-0.078,1.018,4.95,-988.00,1230.00,95.00,3006.0000
1150179,-16.61,57.02,-15.88,102741,2.458,2.511,-0.557,0.005,-0.078,1.024,4.86,-996.00,1222.00,92.00,3005.0000
1150258,-16.61,57.03,-15.88,102741,2.420,2.336,-0.031,0.003,-0.084,1.013,4.95,-998.00,1225.00,95.00,3006.0000
1150337,-16.62,57.06,-15.88,102742,2.473,2.641,-0.420,0.003,-0.081,1.015,4.86,-1001.00,1230.00,92.00,3005.0000
1150421,-16.62,57.03,-15.88,102742,2.328,2.466,-0.137,0.003,-0.080,1.016,4.86,-1003.00,1225.00,87.00,3006.0000
1150500,-16.63,57.03,-15.89,102738,2.168,2.099,-0.511,0.005,-0.078,1.015,4.86,-991.00,1227.00,92.00,3006.0000
1150579,-16.63,57.06,-15.89,102738,2.405,2.412,-0.374,0.004,-0.082,1.019,4.86,-998.00,1220.00,110.00,3007.0000
1150658,-16.63,57.05,-15.89,102735,2.527,2.634,-0.206,0.004,-0.081,1.014,4.95,-998.00,1227.00,100.00,3005.0000
1150737,-16.62,57.04,-15.89,102735,2.282,2.298,-0.160,0.007,-0.079,1.016,4.86,-1006.00,1217.00,85.00,3003.0000
1150821,-16.65,57.05,-15.88,102738,2.534,2.336,-0.374,0.006,-0.081,1.022,4.86,-998.00,1212.00,90.00,3005.0000
1150900,-16.62,57.04,-15.89,102740,2.649,2.420,-0.145,0.004,-0.077,1.017,5.05,-986.00,1222.00,105.00,3006.0000
1150979,-16.61,57.03,-15.89,102740,2.397,2.374,-0.649,0.007,-0.083,1.018,4.95,-983.00,1215.00,92.00,3005.0000
1151058,-16.61,57.05,-15.89,102735,2.534,2.359,-0.366,0.013,-0.080,1.015,5.14,-986.00,1235.00,100.00,3008.0000
1151142,-16.63,57.05,-15.89,102735,2.282,2.252,-0.092,0.008,-0.080,1.021,4.67,-1006.00,1235.00,100.00,3005.0000
1151221,-16.63,57.07,-15.89,102739,2.473,2.176,-0.160,0.005,-0.079,1.012,4.81,-1001.00,1220.00,92.00,3004.0000
1151300,-16.63,57.04,-15.89,102739,2.366,2.389,-0.237,0.006,-0.081,1.014,4.95,-998.00,1232.00,105.00,3006.0000
1151379,-16.62,57.07,-15.89,102743,2.412,2.282,-0.466,0.005,-0.080,1.027,5.00,-1001.00,1225.00,77.00,3005.0000
1151458,-16.61,57.05,-15.89,102743,2.405,2.733,-0.198,0.005,-0.084,1.012,4.86,-977.00,1240.00,90.00,3005.0000
1151559,-16.64,56.98,-15.89,102737,2.550,2.557,-0.603,0.004,-0.076,1.016,4.86,-998.00,1225.00,92.00,3007.0000
1151640,-16.62,57.06,-15.88,102741,2.290,2.519,0.053,0.012,-0.076,1.023,4.95,-988.00,1232.00,105.00,3003.0000
1151719,-16.61,57.04,-15.88,102741,2.229,2.504,-0.107,0.006,-0.079,1.015,5.19,-993.00,1227.00,87.00,3003.0000
1151798,-16.61,57.06,-15.89,102740,2.374,2.221,-0.221,0.004,-0.082,1.012,5.00,-991.00,1222.00,85.00,3003.0000
1151895,-16.62,56.99,-15.89,102740,2.336,2.252,-0.252,0.009,-0.077,1.013,4.95,-988.00,1230.00,105.00,3005.0000
1151983,-16.64,57.03,-15.89,102739,2.359,2.443,-0.168,0.003,-0.081,1.020,5.00,-996.00,1235.00,92.00,3004.0000
1152062,-16.63,57.08,-15.89,102739,2.191,2.702,-0.122,0.005,-0.084,1.019,5.05,-991.00,1220.00,95.00,3005.0000
1152141,-16.62,57.06,-15.89,102739,2.534,2.336,-0.305,0.002,-0.082,1.015,4.95,-996.00,1227.00,100.00,3006.0000
1152220,-16.63,57.05,-15.89,102739,2.229,2.405,-0.107,0.008,-0.079,1.013,4.81,-991.00,1227.00,95.00,3005.0000
1152304,-16.64,57.03,-15.89,102740,2.550,2.504,-0.298,0.005,-0.083,1.014,5.14,-988.00,1230.00,107.00,3004.0000
1152383,-16.62,57.07,-15.89,102737,2.481,2.420,-0.267,0.003,-0.079,1.014,4.67,-998.00,1227.00,110.00,3005.0000
1152462,-16.61,57.06,-15.89,102737,2.344,2.382,-0.260,0.005,-0.080,1.021,4.81,-988.00,1232.00,90.00,3006.0000
1152541,-16.62,57.05,-15.89,102741,2.420,2.244,-0.076,0.005,-0.081,1.017,4.62,-993.00,1220.00,95.00,3006.0000
1152620,-16.63,57.08,-15.89,102741,2.336,2.504,-0.229,0.008,-0.079,1.006,4.86,-988.00,1235.00,107.00,3003.0000
1152704,-16.62,57.04,-15.89,102738,2.450,2.420,-0.084,0.006,-0.082,1.024,4.95,-1003.00,1237.00,92.00,3009.0000
1152783,-16.63,57.06,-15.89,102738,2.359,2.290,-0.107,0.003,-0.083,1.021,5.05,-1003.00,1220.00,110.00,3005.0000
1152862,-16.62,57.09,-15.89,102737,2.412,2.542,-0.328,0.006,-0.080,1.012,5.00,-998.00,1222.00,102.00,3006.0000
1152941,-16.61,57.06,-15.89,102737,2.702,2.405,-0.466,0.008,-0.081,1.023,5.00,-993.00,1235.00,102.00,3006.0000
1153025,-16.62,57.06,-15.90,102737,2.344,2.435,-0.313,0.003,-0.082,1.013,4.67,-998.00,1222.00,97.00,3006.0000
1153104,-16.62,57.07,-15.90,102737,2.237,2.397,-0.137,0.005,-0.080,1.021,4.86,-1001.00,1240.00,92.00,3006.0000
1153183,-16.61,57.06,-15.89,102738,2.481,2.366,-0.344,0.005,-0.080,1.017,4.86,-993.00,1227.00,100.00,3005.0000
1153262,-16.61,57.04,-15.89,102738,2.374,2.580,-0.069,0.004,-0.078,1.019,4.95,-993.00,1230.00,85.00,3003.0000
1153341,-16.63,57.08,-15.89,102738,2.489,2.473,-0.267,0.004,-0.081,1.016,4.72,-1003.00,1225.00,87.00,3005.0000
1153425,-16.62,57.06,-15.89,102740,2.489,2.489,-0.244,0.006,-0.079,1.017,4.72,-1003.00,1230.00,105.00,3006.0000
1153504,-16.63,57.07,-15.89,102740,2.336,2.672,-0.092,0.004,-0.082,1.018,4.95,-998.00,1227.00,100.00,3006.0000
1153583,-16.62,57.09,-15.89,102737,2.305,2.260,-0.328,0.003,-0.079,1.014,4.86,-991.00,1230.00,90.00,3007.0000
1153662,-16.63,57.08,-15.89,102737,2.565,2.229,-0.443,0.007,-0.078,1.018,4.67,-1013.00,1222.00,80.00,3005.0000
1153741,-16.62,57.08,-15.89,102739,2.389,2.359,-0.237,0.000,-0.078,1.017,4.86,-996.00,1222.00,105.00,3007.0000
1153825,-16.63,57.06,-15.89,102739,2.427,2.435,-0.130,0.003,-0.082,1.016,4.67,-998.00,1225.00,105.00,3005.0000
1153904,-16.64,57.07,-15.90,102738,2.603,2.626,-0.099,0.006,-0.083,1.015,4.86,-1003.00,1230.00,102.00,3006.0000
1153983,-16.64,57.10,-15.90,102738,2.405,2.198,-0.214,0.008,-0.079,1.015,4.86,-1003.00,1225.00,95.00,3006.0000
1154062,-16.63,57.09,-15.89,102738,2.427,2.366,-0.328,0.005,-0.078,1.019,4.86,-988.00,1225.00,97.00,3004.0000
1154146,-16.64,57.08,-15.89,102738,2.374,2.466,-0.305,0.005,-0.083,1.014,4.67,-1006.00,1225.00,115.00,3005.0000
1154225,-16.65,57.11,-15.89,102739,2.427,2.450,-0.206,0.004,-0.079,1.021,4.86,-991.00,1225.00,115.00,3006.0000
1154304,-16.66,57.11,-15.89,102736,2.496,2.344,-0.107,0.003,-0.081,1.019,4.86,-986.00,1227.00,92.00,3004.0000
1154383,-16.64,57.09,-15.89,102736,2.473,2.443,-0.374,0.001,-0.083,1.019,4.86,-988.00,1230.00,97.00,3002.0000
1154462,-16.63,57.10,-15.89,102739,2.504,2.374,-0.267,0.004,-0.082,1.022,5.14,-998.00,1227.00,100.00,3005.0000
1154572,-16.67,56.99,-15.89,102739,2.275,2.183,-0.137,0.004,-0.080,1.018,5.00,-998.00,1230.00,117.00,3005.0000
1154652,-16.65,57.09,-15.89,102736,2.412,2.634,-0.344,0.005,-0.080,1.019,4.86,-998.00,1227.00,112.00,3005.0000
1154731,-16.65,57.08,-15.89,102736,2.511,2.557,-0.221,0.010,-0.078,1.019,4.86,-998.00,1235.00,95.00,3005.0000
1154810,-16.65,57.11,-15.89,102739,2.260,2.359,-0.198,0.007,-0.077,1.016,4.86,-983.00,1227.00,110.00,3003.0000
1154894,-16.65,57.07,-15.89,102740,2.351,2.427,-0.115,0.006,-0.085,1.018,4.86,-991.00,1227.00,90.00,3005.0000
1154973,-16.63,57.11,-15.89,102740,2.260,2.366,-0.183,0.006,-0.080,1.013,5.14,-991.00,1222.00,107.00,3003.0000
1155052,-16.62,57.09,-15.89,102744,2.229,2.405,-0.229,0.005,-0.082,1.017,4.86,-993.00,1230.00,90.00,3003.0000
1155131,-16.61,57.09,-15.89,102744,2.382,2.542,-0.076,0.005,-0.080,1.019,4.72,-988.00,1237.00,115.00,3003.0000
1155210,-16.62,57.10,-15.89,102741,2.275,2.443,-0.221,0.006,-0.079,1.018,4.86,-1006.00,1227.00,97.00,3005.0000
1155294,-16.63,57.09,-15.89,102741,2.229,2.580,-0.214,0.006,-0.082,1.021,4.72,-998.00,1225.00,97.00,3005.0000
1155373,-16.61,57.07,-15.90,102738,2.466,2.489,-0.130,0.003,-0.079,1.018,4.95,-996.00,1227.00,95.00,3002.0000
1155452,-16.64,57.09,-15.90,102738,2.489,2.519,-0.237,0.005,-0.078,1.021,4.86,-991.00,1222.00,95.00,3005.0000
1155531,-16.62,57.07,-15.90,102739,2.336,2.107,-0.244,0.007,-0.084,1.016,4.67,-1003.00,1246.00,92.00,3003.0000
1155610,-16.64,57.10,-15.90,102739,2.466,2.221,-0.267,0.003,-0.078,1.017,4.86,-998.00,1217.00,97.00,3002.0000
1155694,-16.62,57.08,-15.91,102739,2.405,2.557,-0.176,0.006,-0.080,1.013,4.86,-996.00,1222.00,100.00,3002.0000
1155773,-16.63,57.10,-15.91,102739,2.298,2.580,-0.244,0.005,-0.080,1.016,4.86,-998.00,1237.00,97.00,3004.0000
1155852,-16.63,57.10,-15.90,102742,2.420,2.435,-0.290,0.006,-0.080,1.020,4.86,-986.00,1235.00,105.00,3003.0000
1155931,-16.64,57.09,-15.90,102741,2.504,2.573,-0.160,0.000,-0.081,1.012,4.81,-996.00,1232.00,87.00,3006.0000
1156015,-16.64,57.09,-15.90,102741,2.122,2.702,-0.298,0.010,-0.079,1.019,4.72,-996.00,1227.00,105.00,3003.0000
1156096,-16.65,57.13,-15.90,102738,2.573,2.374,-0.267,0.008,-0.081,1.015,4.86,-986.00,1235.00,102.00,3006.0000
1156175,-16.64,57.11,-15.90,102738,2.267,2.405,-0.405,0.003,-0.079,1.016,4.86,-1003.00,1225.00,110.00,3006.0000
1156254,-16.66,57.12,-15.89,102743,2.534,2.489,-0.031,0.008,-0.080,1.020,4.86,-998.00,1232.00,112.00,3005.0000
1156352,-16.65,57.05,-15.89,102743,2.618,2.359,-0.206,0.005,-0.078,1.020,4.95,-1001.00,1222.00,100.00,3005.0000
1156436,-16.66,57.11,-15.90,102743,2.397,2.374,-0.008,0.003,-0.081,1.019,4.95,-1001.00,1232.00,110.00,3003.0000
1156515,-16.65,57.12,-15.89,102739,2.580,2.595,-0.160,-0.001,-0.082,1.014,5.00,-991.00,1232.00,87.00,3004.0000
1156594,-16.65,57.12,-15.89,102739,2.557,2.435,-0.176,0.003,-0.079,1.012,4.95,-986.00,1222.00,97.00,3003.0000
1156673,-16.64,57.10,-15.89,102744,2.092,2.504,-0.198,0.005,-0.080,1.015,4.72,-996.00,1212.00,90.00,3005.0000
1156752,-16.66,57.11,-15.89,102744,2.489,2.168,-0.244,0.004,-0.083,1.017,4.62,-996.00,1222.00,95.00,3005.0000
1156836,-16.66,57.09,-15.90,102746,2.420,2.634,-0.176,0.005,-0.079,1.016,4.81,-993.00,1227.00,107.00,3003.0000
1156915,-16.65,57.11,-15.90,102746,2.542,2.344,-0.260,0.002,-0.080,1.014,4.86,-1006.00,1232.00,102.00,3005.0000
1156994,-16.65,57.11,-15.90,102739,2.351,2.366,-0.031,0.007,-0.084,1.024,4.95,-998.00,1225.00,107.00,3004.0000
1157073,-16.65,57.14,-15.90,102739,2.573,2.435,0.015,0.003,-0.079,1.019,4.86,-998.00,1222.00,117.00,3003.0000
1157157,-16.65,57.12,-15.89,102741,2.443,2.466,-0.221,0.010,-0.082,1.014,4.81,-993.00,1227.00,97.00,3005.0000
1157236,-16.66,57.13,-15.89,102741,2.321,2.664,-0.130,0.005,-0.082,1.015,4.86,-983.00,1230.00,100.00,3003.0000
1157315,-16.66,57.12,-15.90,102742,2.351,2.260,-0.137,0.007,-0.081,1.018,4.86,-998.00,1232.00,95.00,3003.0000
1157394,-16.65,57.14,-15.90,102742,2.122,2.260,-0.290,0.003,-0.083,1.015,5.00,-980.00,1212.00,85.00,3003.0000
1157473,-16.65,57.13,-15.90,102743,2.282,2.191,-0.366,0.009,-0.079,1.021,4.95,-991.00,1230.00,97.00,3005.0000
1157572,-16.66,57.06,-15.90,102744,2.321,2.504,-0.282,0.002,-0.081,1.016,5.00,-982.00,1215.00,97.00,3006.0000
1157659,-16.67,57.10,-15.90,102744,2.389,2.489,-0.252,0.004,-0.080,1.017,4.86,-986.00,1220.00,100.00,3003.0000
1157738,-16.66,57.13,-15.90,102739,2.389,2.321,0.107,0.006,-0.083,1.017,4.86,-993.00,1220.00,92.00,3002.0000
1157817,-16.65,57.10,-15.90,102739,2.305,2.550,-0.145,0.005,-0.079,1.022,4.67,-998.00,1217.00,90.00,3001.0000
1157901,-16.66,57.13,-15.90,102739,2.443,2.443,-0.252,0.006,-0.076,1.017,4.62,-1008.00,1201.00,80.00,3004.0000
1157980,-16.65,57.13,-15.90,102739,2.351,2.252,-0.176,0.004,-0.082,1.022,4.86,-986.00,1227.00,87.00,3003.0000
1158059,-16.65,57.14,-15.89,102741,2.374,2.595,-0.260,0.006,-0.081,1.016,4.86,-1001.00,1202.00,92.00,3007.0000
1158138,-16.64,57.14,-15.89,102741,2.466,2.321,-0.153,0.003,-0.079,1.018,4.95,-991.00,1227.00,90.00,3005.0000
1158217,-16.65,57.13,-15.91,102739,2.305,2.260,-0.198,0.004,-0.078,1.020,5.00,-1003.00,1212.00,80.00,3003.0000
1158301,-16.66,57.13,-15.90,102738,2.489,2.176,-0.557,0.003,-0.082,1.018,4.81,-996.00,1198.00,87.00,3006.0000
1158380,-16.64,57.16,-15.90,102738,2.176,2.557,-0.214,0.004,-0.080,1.013,5.00,-996.00,1215.00,95.00,3005.0000
1158459,-16.64,57.14,-15.90,102739,2.389,2.481,-0.130,0.004,-0.079,1.018,4.86,-996.00,1212.00,87.00,3003.0000
1158538,-16.65,57.14,-15.90,102739,2.634,2.641,0.076,-0.001,-0.083,1.020,4.95,-998.00,1220.00,87.00,3003.0000
1158617,-16.64,57.12,-15.90,102738,2.542,2.351,-0.252,0.004,-0.083,1.009,5.00,-1006.00,1222.00,82.00,3005.0000
1158701,-16.64,57.12,-15.90,102738,2.458,2.313,-0.130,0.003,-0.080,1.011,4.95,-1003.00,1215.00,102.00,3005.0000
1158780,-16.64,57.13,-15.90,102739,2.214,2.557,-0.382,0.001,-0.079,1.017,5.05,-1003.00,1207.00,92.00,3003.0000
1158859,-16.64,57.14,-15.90,102739,2.137,2.313,-0.122,0.006,-0.079,1.019,4.86,-1011.00,1210.00,82.00,3005.0000
1158938,-16.62,57.13,-15.90,102735,2.618,2.664,0.023,0.005,-0.083,1.018,4.86,-996.00,1222.00,80.00,3006.0000
1159022,-16.64,57.10,-15.90,102735,2.519,2.389,-0.160,0.004,-0.078,1.016,4.62,-1001.00,1201.00,95.00,3005.0000
1159101,-16.65,57.13,-15.90,102739,2.443,2.176,-0.275,0.006,-0.077,1.021,4.86,-1013.00,1227.00,95.00,3004.0000
1159180,-16.64,57.12,-15.90,102735,2.389,2.206,-0.412,0.001,-0.076,1.021,4.86,-986.00,1237.00,90.00,3003.0000
1159259,-16.64,57.15,-15.90,102735,2.550,2.405,-0.344,0.007,-0.082,1.021,5.00,-1006.00,1222.00,75.00,3006.0000
1159338,-16.65,57.13,-15.90,102739,2.344,2.672,0.046,0.003,-0.080,1.014,4.67,-1006.00,1220.00,85.00,3003.0000
1159422,-16.65,57.13,-15.90,102739,2.359,2.252,-0.046,0.002,-0.077,1.021,5.00,-1006.00,1210.00,97.00,3005.0000
1159501,-16.64,57.14,-15.90,102740,2.412,2.481,-0.359,0.006,-0.081,1.018,5.00,-1020.00,1227.00,90.00,3004.0000
1159580,-16.65,57.12,-15.90,102740,2.191,2.443,-0.305,0.005,-0.086,1.020,4.86,-1017.00,1215.00,100.00,3003.0000
1159659,-16.65,57.15,-15.91,102736,2.565,2.458,-0.435,0.001,-0.082,1.025,4.95,-983.00,1235.00,107.00,3003.0000
1159738,-16.64,57.13,-15.91,102736,2.405,2.527,-0.489,0.003,-0.081,1.011,4.86,-986.00,1237.00,100.00,3005.0000
1159822,-16.65,57.14,-15.91,102740,2.374,2.466,-0.160,0.007,-0.079,1.019,4.86,-1001.00,1225.00,85.00,3002.0000
1159901,-16.64,57.15,-15.91,102740,2.397,2.397,-0.244,0.006,-0.083,1.022,4.48,-996.00,1222.00,105.00,3003.0000
1159980,-16.65,57.15,-15.90,102738,2.412,2.504,-0.435,0.003,-0.080,1.017,5.00,-1006.00,1227.00,97.00,3001.0000
1160059,-16.63,57.14,-15.90,102738,2.153,2.550,-0.534,0.006,-0.082,1.018,4.86,-1011.00,1222.00,97.00,3001.0000
1160143,-16.65,57.14,-15.90,102739,2.176,2.496,-0.267,0.007,-0.081,1.013,4.81,-1013.00,1225.00,102.00,3003.0000
