now[ms],AHT_tmp[C],AHT_hum,BMP_temp[C],BMP_pres,gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz,volt
502976,-10.81,40.83,-9.96,102717,1.679,2.031,-0.244,-0.006,-0.095,1.009,11.17,-986.00,1225.00,105.00,3024.0000
503052,-10.79,40.81,-9.97,102713,1.847,2.237,-0.359,-0.004,-0.093,1.008,11.21,-998.00,1222.00,85.00,3025.0000
503128,-10.81,40.84,-9.97,102713,1.763,2.275,-0.481,-0.004,-0.093,1.010,11.35,-988.00,1237.00,105.00,3025.0000
503209,-10.82,40.80,-9.98,102714,2.008,2.321,-0.534,-0.007,-0.095,1.002,10.93,-998.00,1237.00,95.00,3026.0000
503285,-10.81,40.82,-9.98,102714,1.794,2.092,-0.313,-0.006,-0.095,1.009,10.93,-991.00,1217.00,102.00,3024.0000
503361,-10.82,40.85,-9.98,102709,1.779,2.252,-0.374,-0.005,-0.098,1.003,11.02,-991.00,1222.00,105.00,3025.0000
503437,-10.82,40.85,-9.98,102709,1.626,2.046,-0.565,-0.001,-0.098,1.012,11.17,-1001.00,1240.00,105.00,3024.0000
503518,-10.83,40.85,-9.98,102708,1.748,2.061,-0.282,-0.005,-0.094,1.003,11.26,-988.00,1220.00,112.00,3024.0000
503594,-10.82,40.84,-9.98,102708,1.870,2.458,-0.603,-0.003,-0.094,1.012,10.93,-991.00,1220.00,105.00,3024.0000
503670,-10.82,40.85,-10.00,102715,1.588,2.527,-0.389,-0.002,-0.096,1.009,11.40,-982.00,1237.00,95.00,3024.0000
503746,-10.84,40.85,-10.00,102715,1.794,2.328,-0.618,-0.004,-0.096,1.004,11.26,-988.00,1240.00,105.00,3024.0000
503822,-10.84,40.86,-10.00,102720,1.710,2.267,-0.252,-0.004,-0.096,1.008,10.93,-998.00,1230.00,107.00,3024.0000
503903,-10.84,40.83,-10.00,102720,1.824,2.344,-0.313,-0.004,-0.096,1.010,11.02,-996.00,1220.00,105.00,3024.0000
503979,-10.85,40.87,-10.01,102719,1.763,2.122,-0.267,-0.003,-0.093,1.012,11.02,-993.00,1215.00,105.00,3025.0000
504055,-10.85,40.87,-10.01,102719,1.763,2.229,-0.351,-0.004,-0.097,1.011,11.17,-1001.00,1225.00,102.00,3025.0000
504131,-10.84,40.85,-10.01,102718,1.779,2.237,-0.374,-0.003,-0.095,1.011,10.93,-988.00,1225.00,97.00,3024.0000
504212,-10.85,40.85,-10.01,102718,1.603,2.435,-0.260,0.001,-0.094,1.003,11.17,-998.00,1232.00,90.00,3024.0000
504288,-10.84,40.87,-10.01,102713,1.679,2.183,-0.336,-0.003,-0.095,1.008,11.17,-983.00,1220.00,90.00,3024.0000
504364,-10.85,40.87,-10.01,102713,1.794,2.290,-0.191,-0.001,-0.096,1.010,11.02,-988.00,1227.00,87.00,3024.0000
504440,-10.85,40.89,-10.02,102712,1.802,2.275,-0.588,0.000,-0.097,1.008,11.26,-988.00,1235.00,105.00,3024.0000
504516,-10.85,40.86,-10.02,102712,1.939,2.107,-0.336,-0.004,-0.095,1.004,11.35,-986.00,1205.00,97.00,3024.0000
504597,-10.85,40.88,-10.02,102715,1.687,2.084,-0.573,-0.004,-0.096,1.006,11.17,-1003.00,1217.00,112.00,3025.0000
504673,-10.87,40.89,-10.02,102715,1.595,2.519,-0.237,-0.003,-0.098,1.010,10.88,-982.00,1220.00,97.00,3025.0000
504749,-10.85,40.87,-10.03,102719,2.076,2.191,-0.466,-0.004,-0.093,1.003,11.17,-986.00,1235.00,92.00,3025.0000
504825,-10.86,40.89,-10.03,102717,1.908,2.214,-0.191,-0.003,-0.094,1.012,11.26,-993.00,1227.00,97.00,3024.0000
504901,-10.88,40.90,-10.03,102717,1.878,2.588,-0.305,-0.002,-0.093,1.009,10.93,-991.00,1220.00,105.00,3024.0000
504995,-10.89,40.84,-10.03,102719,1.847,2.137,-0.344,-0.003,-0.097,1.006,11.17,-1003.00,1222.00,90.00,3024.0000
505080,-10.89,40.89,-10.03,102719,1.290,2.153,-0.366,-0.005,-0.091,1.008,11.26,-1003.00,1222.00,107.00,3025.0000
505156,-10.88,40.92,-10.03,102717,1.817,2.237,-0.420,-0.006,-0.092,1.006,11.17,-1008.00,1230.00,110.00,3025.0000
505232,-10.87,40.92,-10.03,102717,1.802,2.282,-0.366,-0.003,-0.096,1.010,11.21,-977.00,1232.00,92.00,3025.0000
505330,-10.89,40.85,-10.03,102718,2.084,2.366,-0.267,-0.005,-0.094,1.004,11.02,-982.00,1230.00,95.00,3024.0000
505408,-10.90,40.95,-10.03,102718,1.756,2.176,-0.511,-0.003,-0.094,1.009,11.02,-1006.00,1235.00,80.00,3024.0000
505484,-10.87,40.91,-10.03,102717,1.649,2.450,-0.244,-0.004,-0.097,1.010,11.21,-991.00,1210.00,90.00,3024.0000
505560,-10.88,40.93,-10.03,102717,1.939,2.221,-0.435,0.002,-0.095,1.007,11.02,-986.00,1220.00,100.00,3025.0000
505636,-10.90,40.94,-10.02,102718,1.832,2.229,-0.359,-0.002,-0.095,1.007,11.17,-996.00,1227.00,95.00,3025.0000
505717,-10.89,40.94,-10.02,102717,1.763,2.298,-0.382,-0.003,-0.097,1.012,11.21,-983.00,1227.00,102.00,3024.0000
505793,-10.88,40.94,-10.02,102717,1.863,2.359,-0.244,-0.003,-0.098,1.010,11.17,-988.00,1227.00,102.00,3024.0000
505869,-10.89,40.95,-10.02,102713,1.802,2.069,-0.321,-0.001,-0.098,1.005,11.17,-986.00,1237.00,92.00,3025.0000
505945,-10.87,40.96,-10.02,102713,1.809,2.267,-0.420,-0.004,-0.096,1.008,11.17,-986.00,1232.00,95.00,3024.0000
506026,-10.90,40.96,-10.01,102714,1.878,2.137,-0.366,-0.004,-0.095,1.003,11.26,-986.00,1220.00,90.00,3024.0000
506102,-10.87,40.94,-10.01,102714,1.687,2.267,-0.397,-0.003,-0.099,1.008,10.74,-993.00,1230.00,100.00,3024.0000
506178,-10.88,40.96,-10.01,102716,1.626,2.328,-0.397,-0.000,-0.094,1.006,11.02,-998.00,1227.00,105.00,3024.0000
506254,-10.90,40.95,-10.01,102716,1.702,2.267,-0.275,-0.003,-0.096,1.009,11.17,-998.00,1227.00,97.00,3024.0000
506330,-10.88,40.99,-10.00,102716,1.817,2.382,-0.389,-0.002,-0.094,1.010,11.17,-991.00,1222.00,102.00,3025.0000
506411,-10.87,40.96,-10.00,102716,1.649,2.298,-0.374,-0.006,-0.096,1.010,10.88,-991.00,1232.00,95.00,3025.0000
506487,-10.87,40.97,-10.00,102712,1.496,2.252,-0.290,-0.005,-0.098,1.010,10.88,-996.00,1230.00,95.00,3025.0000
506563,-10.87,40.96,-10.00,102712,1.756,2.427,-0.153,-0.005,-0.098,1.006,11.17,-998.00,1225.00,102.00,3025.0000
506639,-10.86,40.97,-9.99,102713,1.756,2.252,-0.130,-0.005,-0.096,1.001,11.17,-993.00,1227.00,102.00,3024.0000
506715,-10.87,40.97,-9.99,102713,1.802,2.198,-0.481,-0.005,-0.095,1.005,11.26,-996.00,1227.00,107.00,3025.0000
506789,-10.85,40.99,-9.99,102712,1.977,2.252,-0.359,-0.004,-0.095,1.001,11.35,-986.00,1225.00,95.00,3024.0000
506865,-10.86,40.99,-9.99,102712,1.779,2.275,-0.366,-0.003,-0.096,1.011,11.02,-996.00,1225.00,105.00,3025.0000
506941,-10.86,41.01,-9.99,102710,1.695,2.466,-0.595,-0.003,-0.094,1.006,10.74,-986.00,1235.00,107.00,3024.0000
507017,-10.85,40.99,-9.99,102710,1.664,2.122,-0.450,-0.003,-0.096,1.000,11.17,-991.00,1240.00,112.00,3025.0000
507098,-10.87,40.99,-9.98,102712,1.863,2.122,-0.504,-0.001,-0.094,1.012,11.21,-993.00,1220.00,95.00,3026.0000
507174,-10.85,41.02,-9.98,102712,1.695,2.260,-0.389,-0.003,-0.097,1.008,11.17,-988.00,1227.00,92.00,3024.0000
507250,-10.86,41.00,-9.97,102713,1.573,2.359,-0.496,-0.004,-0.094,1.011,11.17,-988.00,1227.00,97.00,3027.0000
507326,-10.86,41.00,-9.97,102713,1.740,2.153,-0.344,-0.007,-0.098,1.006,11.21,-991.00,1232.00,97.00,3025.0000
507402,-10.84,41.03,-9.97,102712,1.718,2.519,-0.153,-0.005,-0.094,1.008,11.17,-993.00,1217.00,100.00,3024.0000
507483,-10.86,41.01,-9.97,102712,1.916,2.336,-0.153,-0.004,-0.098,1.006,11.26,-991.00,1222.00,100.00,3024.0000
507559,-10.85,41.03,-9.97,102712,1.725,2.450,-0.237,0.001,-0.096,1.010,11.21,-996.00,1235.00,105.00,3025.0000
507635,-10.85,41.02,-9.97,102711,1.824,2.122,-0.298,-0.005,-0.095,1.010,11.21,-991.00,1232.00,92.00,3024.0000
507711,-10.84,41.03,-9.97,102711,1.840,2.191,-0.473,-0.004,-0.097,1.006,10.88,-982.00,1235.00,95.00,3024.0000
507792,-10.85,41.00,-9.97,102713,1.664,2.260,-0.229,-0.001,-0.091,1.009,11.02,-996.00,1235.00,107.00,3025.0000
507868,-10.85,41.04,-9.97,102713,1.939,2.191,-0.137,-0.000,-0.096,1.010,11.17,-993.00,1215.00,92.00,3025.0000
507944,-10.83,41.03,-9.98,102713,2.099,2.168,-0.137,-0.003,-0.098,1.007,10.84,-1001.00,1227.00,110.00,3026.0000
508020,-10.84,41.02,-9.98,102713,1.855,2.672,-0.328,-0.003,-0.093,1.008,10.93,-996.00,1207.00,97.00,3024.0000
508096,-10.86,41.03,-9.98,102714,1.763,2.137,-0.221,-0.005,-0.091,1.006,11.40,-983.00,1227.00,87.00,3024.0000
508198,-10.87,40.94,-9.98,102714,1.809,2.359,-0.359,-0.001,-0.097,1.012,11.21,-986.00,1227.00,105.00,3024.0000
508275,-10.86,41.05,-10.00,102708,1.771,2.198,-0.206,-0.001,-0.093,1.003,11.02,-991.00,1235.00,110.00,3027.0000
508351,-10.86,41.04,-10.00,102708,1.542,2.046,-0.420,-0.004,-0.098,1.008,10.93,-1003.00,1227.00,97.00,3025.0000
508427,-10.85,41.04,-10.01,102712,1.748,2.206,-0.389,-0.001,-0.096,1.007,11.17,-988.00,1235.00,105.00,3024.0000
508503,-10.85,41.05,-10.01,102712,1.588,2.244,-0.382,-0.001,-0.098,1.005,11.35,-991.00,1222.00,97.00,3025.0000
508584,-10.86,41.03,-10.01,102710,1.947,2.282,-0.176,0.000,-0.096,1.010,10.93,-993.00,1222.00,110.00,3024.0000
508660,-10.86,41.07,-10.01,102710,1.885,2.305,-0.427,-0.004,-0.095,1.005,11.07,-996.00,1230.00,92.00,3024.0000
508736,-10.87,41.06,-10.01,102711,1.802,1.954,-0.290,-0.005,-0.093,1.010,11.17,-991.00,1222.00,112.00,3025.0000
508812,-10.87,41.05,-10.02,102713,1.664,2.420,-0.618,0.001,-0.100,1.010,11.02,-988.00,1230.00,102.00,3024.0000
508893,-10.89,41.06,-10.02,102713,1.794,2.145,-0.595,-0.008,-0.095,1.003,10.93,-998.00,1210.00,87.00,3024.0000
508969,-10.87,41.02,-10.03,102715,1.878,2.366,-0.260,-0.004,-0.096,1.006,10.69,-996.00,1232.00,90.00,3024.0000
509045,-10.87,41.05,-10.03,102715,1.695,2.397,-0.725,-0.003,-0.096,1.004,10.84,-996.00,1232.00,95.00,3024.0000
509121,-10.89,41.07,-10.03,102714,1.672,2.481,-0.389,-0.004,-0.094,1.005,11.02,-991.00,1240.00,102.00,3024.0000
509220,-10.91,41.00,-10.03,102714,1.710,2.435,-0.115,-0.005,-0.096,1.010,10.93,-991.00,1230.00,95.00,3024.0000
509301,-10.90,41.08,-10.03,102713,1.809,2.527,-0.588,-0.003,-0.097,1.004,11.17,-996.00,1220.00,100.00,3025.0000
509377,-10.90,41.08,-10.03,102713,1.809,2.160,-0.450,0.003,-0.095,1.003,10.74,-993.00,1227.00,97.00,3025.0000
509453,-10.91,41.09,-10.05,102714,1.664,1.931,-0.382,0.000,-0.098,1.005,10.93,-986.00,1230.00,100.00,3025.0000
509529,-10.92,41.11,-10.05,102714,1.450,2.557,-0.473,-0.004,-0.094,1.007,10.93,-993.00,1235.00,92.00,3026.0000
509610,-10.91,41.10,-10.06,102714,2.122,2.160,-0.435,-0.002,-0.093,1.008,10.88,-988.00,1232.00,90.00,3026.0000
509686,-10.92,41.09,-10.06,102714,1.878,2.260,-0.267,-0.004,-0.095,1.010,11.21,-991.00,1240.00,105.00,3024.0000
509764,-10.92,41.11,-10.07,102715,1.527,2.176,-0.557,-0.003,-0.095,1.010,11.02,-983.00,1230.00,90.00,3024.0000
509840,-10.94,41.12,-10.07,102715,1.634,2.206,-0.534,-0.004,-0.099,1.009,11.02,-996.00,1225.00,102.00,3024.0000
509916,-10.93,41.12,-10.08,102711,1.634,2.305,-0.305,-0.004,-0.093,1.008,10.84,-993.00,1222.00,112.00,3024.0000
509997,-10.93,41.12,-10.08,102712,1.595,2.351,-0.374,-0.000,-0.094,1.008,10.88,-998.00,1225.00,125.00,3024.0000
510073,-10.95,41.13,-10.08,102712,2.130,2.229,-0.351,-0.005,-0.097,1.010,10.84,-993.00,1225.00,105.00,3024.0000
510149,-10.95,41.12,-10.09,102716,1.771,2.076,-0.573,-0.004,-0.097,1.010,10.88,-988.00,1235.00,100.00,3024.0000
510225,-10.96,41.13,-10.09,102716,1.748,2.260,-0.550,-0.001,-0.100,1.006,10.84,-991.00,1232.00,97.00,3024.0000
510301,-10.95,41.13,-10.10,102714,1.870,2.389,-0.458,-0.006,-0.096,1.006,10.93,-1001.00,1215.00,105.00,3024.0000
510382,-10.95,41.12,-10.10,102714,1.641,2.107,-0.160,-0.003,-0.096,1.007,10.84,-988.00,1222.00,102.00,3024.0000
510458,-10.94,41.14,-10.10,102710,1.679,2.244,-0.389,-0.001,-0.095,1.001,10.88,-986.00,1230.00,105.00,3024.0000
510534,-10.93,41.11,-10.10,102710,1.679,1.954,-0.534,-0.005,-0.097,1.006,10.88,-998.00,1235.00,102.00,3024.0000
510610,-10.97,41.16,-10.10,102711,1.550,2.382,-0.389,-0.005,-0.096,1.006,11.17,-988.00,1217.00,100.00,3025.0000
510691,-10.95,41.13,-10.10,102711,1.840,2.519,-0.290,-0.003,-0.097,1.008,11.07,-982.00,1240.00,92.00,3024.0000
510767,-10.97,41.14,-10.10,102713,1.756,2.443,-0.412,-0.002,-0.094,1.010,10.93,-986.00,1215.00,97.00,3025.0000
510843,-10.95,41.13,-10.10,102713,1.634,2.344,-0.290,0.000,-0.098,1.011,11.21,-998.00,1230.00,107.00,3024.0000
510919,-10.95,41.14,-10.10,102716,1.794,2.298,-0.504,-0.003,-0.096,1.006,10.93,-996.00,1230.00,105.00,3024.0000
510995,-10.96,41.17,-10.10,102716,1.878,2.427,-0.252,-0.003,-0.094,1.006,10.84,-983.00,1240.00,90.00,3023.0000
511091,-11.00,41.09,-10.09,102712,1.817,2.282,-0.389,-0.004,-0.097,1.000,11.17,-993.00,1235.00,92.00,3025.0000
511169,-10.98,41.16,-10.09,102712,1.664,2.290,-0.290,-0.002,-0.097,1.004,11.17,-986.00,1240.00,90.00,3025.0000
511245,-10.96,41.18,-10.08,102713,1.603,2.160,-0.473,-0.001,-0.096,1.002,11.21,-993.00,1225.00,97.00,3024.0000
511321,-10.98,41.18,-10.08,102711,1.634,2.214,-0.458,-0.003,-0.099,1.008,11.07,-986.00,1225.00,110.00,3024.0000
511402,-10.97,41.17,-10.07,102711,1.786,2.122,-0.519,-0.002,-0.094,1.015,10.74,-996.00,1232.00,102.00,3024.0000
511478,-10.98,41.16,-10.07,102712,1.718,2.450,-0.267,-0.001,-0.094,1.002,10.84,-993.00,1222.00,105.00,3024.0000
511554,-10.97,41.19,-10.07,102712,1.641,2.336,-0.496,-0.003,-0.094,1.005,10.65,-993.00,1217.00,102.00,3024.0000
511630,-10.96,41.15,-10.07,102715,1.626,2.267,-0.412,-0.002,-0.095,1.006,11.21,-996.00,1227.00,105.00,3024.0000
511706,-10.94,41.15,-10.07,102715,1.748,2.267,-0.557,-0.002,-0.099,1.008,10.88,-991.00,1227.00,92.00,3024.0000
511787,-10.97,41.16,-10.07,102714,1.802,2.366,-0.351,-0.005,-0.097,1.005,11.17,-998.00,1230.00,110.00,3024.0000
511863,-10.96,41.21,-10.07,102714,1.947,2.328,-0.496,-0.004,-0.096,1.012,10.74,-986.00,1227.00,105.00,3024.0000
511939,-10.95,41.19,-10.07,102712,1.969,2.328,-0.359,-0.000,-0.098,1.008,11.17,-982.00,1215.00,100.00,3024.0000
512015,-10.95,41.19,-10.07,102712,1.756,2.122,-0.573,-0.003,-0.095,1.009,11.02,-986.00,1232.00,97.00,3025.0000
512091,-10.95,41.18,-10.07,102712,1.756,2.405,-0.534,-0.005,-0.094,1.006,10.84,-1001.00,1210.00,90.00,3024.0000
512172,-10.96,41.19,-10.07,102712,1.916,2.473,-0.420,-0.004,-0.096,1.006,11.02,-986.00,1217.00,112.00,3024.0000
512248,-10.96,41.22,-10.08,102711,1.649,2.458,-0.611,-0.001,-0.094,1.010,11.02,-986.00,1232.00,95.00,3024.0000
512324,-10.95,41.19,-10.08,102711,1.794,2.031,-0.221,-0.006,-0.097,1.008,10.93,-983.00,1227.00,110.00,3024.0000
512400,-10.96,41.20,-10.08,102711,1.802,2.260,-0.313,-0.003,-0.095,1.005,11.02,-986.00,1235.00,110.00,3025.0000
512481,-10.98,41.19,-10.08,102711,1.840,2.351,-0.504,-0.005,-0.095,1.008,11.02,-983.00,1230.00,105.00,3024.0000
512557,-10.95,41.20,-10.09,102714,1.855,2.214,-0.229,-0.003,-0.096,1.004,10.74,-993.00,1227.00,115.00,3024.0000
512633,-10.96,41.21,-10.09,102714,1.672,2.137,-0.496,-0.005,-0.102,1.008,10.88,-986.00,1222.00,110.00,3024.0000
512709,-10.97,41.24,-10.09,102714,1.786,2.092,-0.092,-0.003,-0.094,1.006,10.84,-991.00,1220.00,90.00,3024.0000
512785,-10.97,41.21,-10.09,102714,1.939,2.458,-0.244,-0.003,-0.095,1.003,11.07,-991.00,1235.00,102.00,3023.0000
512866,-10.98,41.20,-10.09,102715,1.656,2.496,-0.565,0.000,-0.093,1.012,10.74,-993.00,1220.00,87.00,3025.0000
512942,-10.97,41.23,-10.09,102715,1.908,2.031,-0.267,-0.005,-0.098,1.006,11.17,-998.00,1227.00,97.00,3024.0000
513018,-10.96,41.21,-10.09,102714,1.702,2.435,-0.328,-0.003,-0.096,1.007,10.69,-1001.00,1210.00,95.00,3024.0000
513094,-10.96,41.21,-10.10,102714,1.626,2.237,-0.275,-0.007,-0.100,1.009,11.17,-986.00,1232.00,102.00,3024.0000
513175,-10.98,41.23,-10.10,102714,2.252,2.328,-0.145,0.000,-0.077,1.008,10.88,-996.00,1237.00,85.00,3024.0000
513251,-10.97,41.24,-10.11,102715,2.176,2.611,-0.351,-0.002,-0.077,1.011,10.55,-1006.00,1235.00,110.00,3024.0000
513327,-10.97,41.25,-10.11,102715,2.282,2.382,-0.435,-0.002,-0.079,1.008,10.88,-996.00,1217.00,95.00,3024.0000
513415,-11.00,41.21,-10.11,102719,2.260,2.206,-0.282,0.001,-0.073,1.013,10.69,-975.00,1230.00,105.00,3026.0000
513500,-11.02,41.23,-10.11,102719,2.008,2.198,-0.191,0.002,-0.080,1.006,10.93,-1003.00,1225.00,117.00,3024.0000
513581,-11.00,41.25,-10.12,102715,2.221,2.092,-0.130,0.002,-0.076,1.011,11.02,-993.00,1220.00,102.00,3025.0000
513657,-11.01,41.28,-10.12,102715,2.191,2.115,-0.053,0.000,-0.080,1.009,10.93,-988.00,1230.00,107.00,3024.0000
513733,-11.00,41.24,-10.13,102715,2.321,2.290,0.000,-0.003,-0.076,1.008,10.69,-991.00,1225.00,105.00,3024.0000
513809,-11.01,41.27,-10.13,102715,2.145,2.282,-0.275,0.007,-0.080,1.014,10.93,-991.00,1227.00,92.00,3024.0000
513885,-11.01,41.28,-10.15,102711,2.313,2.397,-0.160,0.003,-0.076,1.011,11.02,-988.00,1227.00,95.00,3027.0000
513981,-11.03,41.19,-10.14,102713,2.031,2.466,-0.305,0.003,-0.079,1.011,10.69,-996.00,1230.00,105.00,3024.0000
514115,-11.07,41.17,-10.14,102713,2.183,2.366,-0.275,-0.001,-0.076,1.011,11.17,-996.00,1230.00,105.00,3024.0000
514290,-11.12,41.18,-10.13,102714,2.160,2.489,-0.366,0.000,-0.077,1.012,10.74,-988.00,1220.00,85.00,3024.0000
514465,-11.15,41.21,-10.12,102715,2.031,2.389,-0.145,0.003,-0.079,1.008,10.69,-993.00,1227.00,105.00,3024.0000
514695,-11.16,41.29,-10.12,102713,2.206,2.305,-0.206,0.003,-0.078,1.013,10.84,-980.00,1232.00,97.00,3024.0000
514871,-11.15,41.20,-10.13,102716,2.397,2.458,-0.374,0.003,-0.075,1.007,10.74,-1003.00,1227.00,87.00,3025.0000
515031,-11.17,41.22,-10.13,102715,1.992,2.229,-0.298,0.000,-0.077,1.010,10.88,-993.00,1225.00,97.00,3024.0000
515159,-11.13,41.21,-10.13,102715,2.321,2.420,-0.153,0.003,-0.074,1.014,10.74,-991.00,1225.00,107.00,3024.0000
515235,-11.10,41.33,-10.14,102714,2.229,2.397,-0.191,0.000,-0.079,1.006,10.84,-988.00,1232.00,87.00,3024.0000
515316,-11.09,41.33,-10.15,102716,2.244,2.214,-0.252,0.001,-0.076,1.010,10.84,-993.00,1225.00,105.00,3025.0000
515392,-11.08,41.33,-10.15,102716,2.206,2.160,-0.214,0.003,-0.079,1.016,10.74,-988.00,1227.00,97.00,3024.0000
515468,-11.06,41.33,-10.15,102714,2.420,2.611,-0.366,-0.001,-0.077,1.010,10.88,-1008.00,1227.00,80.00,3024.0000
515544,-11.05,41.33,-10.15,102714,2.267,2.176,-0.252,0.003,-0.077,1.015,10.74,-1003.00,1225.00,87.00,3024.0000
515625,-11.05,41.31,-10.17,102714,2.267,2.107,-0.321,0.001,-0.077,1.012,10.41,-998.00,1227.00,97.00,3024.0000
515701,-11.05,41.35,-10.17,102714,2.305,2.298,-0.260,-0.001,-0.078,1.014,10.74,-1008.00,1222.00,112.00,3024.0000
515777,-11.05,41.32,-10.18,102716,2.130,2.344,-0.321,0.005,-0.078,1.009,10.93,-988.00,1217.00,110.00,3024.0000
515853,-11.05,41.33,-10.18,102716,2.420,2.237,-0.198,0.002,-0.078,1.009,10.84,-991.00,1225.00,87.00,3026.0000
515929,-11.06,41.34,-10.19,102714,2.115,2.214,-0.206,0.001,-0.077,1.010,10.88,-993.00,1235.00,92.00,3025.0000
516010,-11.07,41.33,-10.19,102714,2.282,2.290,-0.221,-0.001,-0.076,1.000,10.84,-982.00,1232.00,102.00,3024.0000
516086,-11.07,41.38,-10.20,102713,2.359,2.115,-0.389,0.006,-0.080,1.010,10.69,-998.00,1230.00,92.00,3025.0000
516162,-11.08,41.38,-10.20,102713,2.298,2.130,-0.244,0.000,-0.079,1.014,10.88,-993.00,1230.00,105.00,3024.0000
516238,-11.08,41.38,-10.21,102711,2.412,2.275,-0.282,0.005,-0.072,1.012,10.93,-988.00,1212.00,112.00,3023.0000
516314,-11.07,41.38,-10.21,102711,2.137,2.206,0.053,-0.003,-0.075,1.011,10.93,-975.00,1225.00,92.00,3024.0000
516395,-11.08,41.37,-10.22,102716,2.115,2.168,-0.542,0.002,-0.077,1.013,10.88,-998.00,1220.00,102.00,3024.0000
516471,-11.09,41.40,-10.22,102716,2.275,2.450,-0.252,0.001,-0.075,1.011,10.93,-993.00,1235.00,97.00,3024.0000
516547,-11.09,41.39,-10.23,102710,2.160,2.527,-0.084,-0.003,-0.073,1.009,11.17,-998.00,1225.00,92.00,3024.0000
516623,-11.08,41.40,-10.23,102710,2.191,1.939,-0.305,0.001,-0.077,1.012,10.84,-996.00,1222.00,95.00,3024.0000
516704,-11.09,41.39,-10.24,102713,2.282,2.420,-0.359,0.001,-0.076,1.013,10.88,-980.00,1225.00,102.00,3023.0000
516780,-11.09,41.42,-10.24,102713,2.023,2.321,-0.198,0.001,-0.076,1.012,11.02,-996.00,1230.00,105.00,3024.0000
516856,-11.12,41.44,-10.25,102712,2.198,2.244,-0.260,0.003,-0.077,1.009,10.84,-991.00,1217.00,97.00,3024.0000
516932,-11.09,41.42,-10.25,102715,2.344,2.176,-0.489,0.002,-0.078,1.013,10.88,-986.00,1235.00,92.00,3024.0000
517008,-11.09,41.43,-10.25,102715,2.122,2.176,-0.290,0.003,-0.075,1.011,10.55,-1001.00,1240.00,87.00,3024.0000
517089,-11.10,41.39,-10.26,102711,2.366,2.412,-0.160,-0.000,-0.076,1.007,11.02,-1003.00,1237.00,107.00,3024.0000
517165,-11.09,41.41,-10.26,102711,2.298,2.053,-0.481,-0.000,-0.074,1.005,10.69,-993.00,1235.00,105.00,3024.0000
517241,-11.09,41.43,-10.26,102713,2.412,2.237,-0.328,-0.000,-0.076,1.013,10.88,-977.00,1230.00,92.00,3024.0000
517317,-11.08,41.42,-10.26,102713,2.145,1.916,-0.137,0.001,-0.074,1.008,10.74,-1001.00,1215.00,105.00,3024.0000
517413,-11.12,41.37,-10.27,102715,2.656,2.183,-0.237,0.003,-0.078,1.012,11.02,-982.00,1240.00,105.00,3024.0000
517502,-11.11,41.40,-10.27,102715,2.275,2.504,-0.137,0.000,-0.082,1.011,10.74,-988.00,1230.00,117.00,3024.0000
517578,-11.12,41.44,-10.29,102714,2.084,2.153,-0.260,0.006,-0.077,1.008,10.74,-993.00,1225.00,105.00,3023.0000
517654,-11.12,41.45,-10.29,102714,2.145,2.130,-0.198,0.003,-0.080,1.016,10.84,-991.00,1230.00,117.00,3023.0000
517730,-11.10,41.42,-10.28,102714,2.359,2.000,-0.267,0.000,-0.079,1.009,10.84,-991.00,1240.00,97.00,3024.0000
517811,-11.12,41.45,-10.28,102714,2.267,2.344,-0.214,0.002,-0.077,1.014,10.69,-988.00,1230.00,95.00,3024.0000
517887,-11.12,41.46,-10.29,102711,2.221,2.405,-0.229,-0.001,-0.076,1.010,10.69,-980.00,1227.00,102.00,3024.0000
517963,-11.11,41.46,-10.29,102711,2.313,2.000,-0.305,0.002,-0.079,1.010,10.55,-993.00,1227.00,105.00,3024.0000
518039,-11.12,41.46,-10.30,102712,2.237,2.008,-0.214,-0.002,-0.073,1.014,10.65,-1003.00,1217.00,105.00,3024.0000
518147,-11.14,41.36,-10.30,102718,2.221,2.053,-0.145,0.001,-0.077,1.012,10.84,-1001.00,1235.00,77.00,3024.0000
518228,-11.15,41.47,-10.30,102718,2.137,2.099,-0.145,0.001,-0.078,1.007,10.65,-983.00,1232.00,97.00,3025.0000
518304,-11.15,41.48,-10.31,102717,2.237,2.221,0.130,-0.001,-0.075,1.011,10.84,-986.00,1232.00,110.00,3024.0000
518380,-11.14,41.50,-10.31,102717,2.305,2.542,-0.122,0.005,-0.077,1.017,10.69,-983.00,1227.00,105.00,3024.0000
518456,-11.13,41.48,-10.31,102715,2.221,2.450,-0.252,0.004,-0.076,1.008,10.84,-991.00,1227.00,110.00,3024.0000
518537,-11.14,41.48,-10.31,102715,2.183,2.076,-0.229,0.004,-0.078,1.009,10.74,-1011.00,1222.00,110.00,3024.0000
518613,-11.14,41.48,-10.32,102714,2.252,2.328,-0.069,-0.000,-0.082,1.010,10.74,-1001.00,1225.00,105.00,3023.0000
518689,-11.14,41.51,-10.32,102714,2.160,2.389,-0.198,0.000,-0.077,1.012,10.84,-980.00,1232.00,105.00,3024.0000
518765,-11.13,41.49,-10.31,102713,2.046,2.244,-0.176,-0.002,-0.077,1.008,10.88,-993.00,1232.00,95.00,3024.0000
518841,-11.13,41.51,-10.31,102713,2.084,2.336,-0.260,-0.002,-0.075,1.011,10.69,-982.00,1212.00,102.00,3023.0000
