now[ms],AHT_tmp[C],AHT_hum,BMP_temp[C],BMP_pres,gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz,volt
90963,0.00,0.00,0.00,0,-17.130,-41.321,45.840,0.007,1.021,0.021,41.30,-768.00,176.00,-230.00,3093.0000
90998,0.00,0.00,0.00,0,8.733,-20.076,39.206,-0.021,0.971,0.030,41.30,-777.00,210.00,-245.00,3098.0000
91028,0.00,0.00,0.00,0,7.954,-13.756,42.542,0.052,1.036,-0.021,41.30,-790.00,233.00,-240.00,3095.0000
91059,0.00,0.00,0.00,0,10.748,-10.504,37.267,0.056,0.983,-0.043,41.30,-785.00,275.00,-227.00,3097.0000
91089,0.00,0.00,0.00,0,9.756,5.061,28.015,0.024,0.995,-0.046,41.28,-798.00,287.00,-225.00,3095.0000
91119,0.00,0.00,0.00,0,-15.275,20.473,19.832,0.149,1.031,-0.082,41.29,-797.00,287.00,-232.00,3095.0000
91155,0.00,0.00,0.00,0,-43.565,37.397,-7.221,0.108,0.987,-0.078,41.29,-780.00,272.00,-275.00,3095.0000
91185,0.00,0.00,0.00,0,-64.260,38.466,-23.153,0.064,0.988,0.011,41.29,-751.00,248.00,-307.00,3095.0000
91215,0.00,0.00,0.00,0,-56.924,26.252,-22.450,0.060,0.983,0.104,41.29,-735.00,225.00,-371.00,3099.0000
91245,0.00,0.00,0.00,0,-35.771,25.786,-22.412,0.089,0.953,0.025,41.30,-717.00,181.00,-356.00,3094.0000
91278,0.00,0.00,0.00,0,-32.382,42.061,-37.527,0.064,0.964,-0.013,41.29,-712.00,156.00,-383.00,3097.0000
91313,0.00,0.00,0.00,0,-58.305,42.534,-47.031,-0.003,0.988,0.101,41.29,-683.00,103.00,-413.00,3096.0000
91343,0.00,0.00,0.00,0,-57.817,29.580,-40.359,-0.041,0.969,0.197,41.29,-647.00,62.00,-448.00,3093.0000
91398,0.00,0.00,0.00,0,-46.656,36.061,-45.389,-0.076,0.958,0.288,41.30,-610.00,11.00,-481.00,3093.0000
91428,0.00,0.00,0.00,0,-25.695,10.916,-38.275,-0.113,0.987,0.304,41.30,-602.00,-16.00,-491.00,3095.0000
91459,0.00,0.00,0.00,0,5.420,3.466,-21.954,-0.109,0.964,0.305,41.29,-592.00,-36.00,-501.00,3095.0000
91494,0.00,0.00,0.00,0,31.763,3.901,-15.351,-0.104,0.984,0.245,41.30,-602.00,-45.00,-488.00,3095.0000
91524,0.00,0.00,0.00,0,48.229,6.618,-18.160,-0.103,0.953,0.199,41.30,-600.00,-50.00,-441.00,3095.0000
91554,0.00,0.00,0.00,0,71.420,-2.847,-7.237,-0.178,0.994,0.169,41.30,-655.00,-57.00,-416.00,3096.0000
91584,0.00,0.00,0.00,0,61.092,-9.916,3.374,-0.121,0.937,0.102,41.29,-652.00,-36.00,-383.00,3097.0000
91614,0.00,0.00,0.00,0,50.832,-6.382,-2.298,-0.081,1.010,0.108,41.29,-670.00,-28.00,-348.00,3097.0000
91649,0.00,0.00,0.00,0,63.206,-3.107,1.130,-0.199,0.956,0.151,41.30,-681.00,-36.00,-323.00,3095.0000
91679,0.00,0.00,0.00,0,64.847,-20.191,22.832,-0.118,0.996,0.077,41.30,-715.00,3.00,-272.00,3098.0000
91709,0.00,0.00,0.00,0,57.321,-15.626,31.244,-0.090,1.032,0.040,41.31,-735.00,23.00,-242.00,3097.0000
91739,0.00,0.00,0.00,0,31.527,-10.656,31.420,-0.011,1.026,0.039,41.32,-748.00,42.00,-230.00,3097.0000
91769,0.00,0.00,0.00,0,18.511,-11.443,24.794,-0.076,1.037,0.030,41.32,-751.00,65.00,-217.00,3095.0000
91820,0.00,0.00,0.00,0,14.313,-5.626,32.511,0.009,1.028,-0.010,41.31,-756.00,93.00,-212.00,3095.0000
91861,0.00,0.00,0.00,0,11.099,-5.763,30.282,-0.004,1.047,0.012,41.30,-770.00,120.00,-210.00,3095.0000
91891,0.00,0.00,0.00,0,11.359,-6.061,35.252,-0.020,1.024,0.009,41.31,-772.00,161.00,-190.00,3098.0000
91921,0.00,0.00,0.00,0,13.794,-1.992,37.191,0.060,0.994,-0.073,41.31,-792.00,178.00,-202.00,3092.0000
91951,0.00,0.00,0.00,0,11.275,-0.351,29.374,0.052,0.997,-0.102,41.30,-790.00,193.00,-192.00,3095.0000
91986,0.00,0.00,0.00,0,-9.122,12.855,19.840,-0.006,0.966,-0.040,41.32,-792.00,210.00,-205.00,3097.0000
92016,0.00,0.00,0.00,0,-22.473,8.137,26.809,0.084,1.022,-0.016,41.30,-790.00,227.00,-210.00,3094.0000
92046,0.00,0.00,0.00,0,-17.947,7.725,26.145,0.066,1.003,-0.010,41.31,-787.00,248.00,-235.00,3099.0000
92076,0.00,0.00,0.00,0,-15.702,7.382,32.389,0.060,1.011,0.024,41.31,-787.00,256.00,-250.00,3095.0000
92106,0.00,0.00,0.00,0,-19.374,3.733,44.527,0.110,1.006,-0.003,41.30,-787.00,307.00,-245.00,3096.0000
92141,0.00,0.00,0.00,0,-18.511,8.954,52.557,0.163,1.072,0.046,41.31,-756.00,343.00,-270.00,3094.0000
92171,0.00,0.00,0.00,0,-7.092,0.794,62.618,0.270,1.003,-0.045,41.32,-763.00,348.00,-287.00,3094.0000
92201,0.00,0.00,0.00,0,3.550,5.389,59.718,0.189,1.051,0.021,41.32,-768.00,408.00,-270.00,3091.0000
92231,0.00,0.00,0.00,0,5.580,7.573,67.489,0.285,1.016,-0.044,41.30,-761.00,452.00,-290.00,3095.0000
92262,0.00,0.00,0.00,0,5.863,5.504,71.107,0.281,1.012,0.021,41.31,-770.00,491.00,-290.00,3094.0000
92296,0.00,0.00,0.00,0,3.794,3.840,70.053,0.293,0.947,-0.011,41.30,-758.00,551.00,-300.00,3098.0000
92327,0.00,0.00,0.00,0,-2.908,13.374,75.084,0.371,1.019,0.021,41.30,-738.00,595.00,-302.00,3093.0000
92357,0.00,0.00,0.00,0,3.420,15.817,80.534,0.352,0.904,0.067,41.31,-751.00,643.00,-307.00,3095.0000
92397,0.00,0.00,0.00,0,8.321,13.313,94.420,0.433,0.970,0.057,41.30,-712.00,726.00,-307.00,3095.0000
92427,0.00,0.00,0.00,0,1.504,27.053,102.672,0.505,0.850,-0.002,41.30,-686.00,803.00,-310.00,3095.0000
92462,0.00,0.00,0.00,0,-0.725,33.069,92.389,0.458,0.791,0.054,41.31,-657.00,850.00,-317.00,3097.0000
92493,0.00,0.00,0.00,0,4.489,18.595,102.687,0.593,0.850,0.065,41.31,-631.00,925.00,-333.00,3097.0000
92523,0.00,0.00,0.00,0,23.214,17.985,113.267,0.702,0.826,0.017,41.31,-581.00,997.00,-326.00,3094.0000
92553,0.00,0.00,0.00,0,22.443,26.122,110.687,0.738,0.721,-0.023,41.31,-558.00,1050.00,-333.00,3098.0000
92583,0.00,0.00,0.00,0,5.916,22.359,97.397,0.732,0.709,0.078,41.32,-498.00,1096.00,-333.00,3096.0000
92618,0.00,0.00,0.00,0,10.924,10.359,90.076,0.810,0.704,0.010,41.30,-467.00,1171.00,-346.00,3091.0000
92648,0.00,0.00,0.00,0,13.153,17.321,87.405,0.781,0.626,0.055,41.31,-430.00,1215.00,-333.00,3095.0000
92678,0.00,0.00,0.00,0,11.687,10.237,83.504,0.842,0.615,0.095,41.31,-386.00,1273.00,-328.00,3092.0000
92708,0.00,0.00,0.00,0,13.504,1.160,82.023,0.861,0.570,0.010,41.30,-333.00,1315.00,-336.00,3097.0000
92739,0.00,0.00,0.00,0,4.244,7.748,87.313,0.848,0.516,0.047,41.30,-271.00,1356.00,-343.00,3095.0000
92769,0.00,0.00,0.00,0,8.740,11.267,86.443,0.913,0.495,0.053,41.30,-227.00,1398.00,-341.00,3095.0000
92797,0.00,0.00,0.00,0,21.351,20.763,90.382,0.880,0.476,0.076,41.31,-172.00,1437.00,-356.00,3095.0000
92828,0.00,0.00,0.00,0,22.748,27.534,99.588,0.926,0.410,-0.047,41.31,-110.00,1472.00,-348.00,3093.0000
92858,0.00,0.00,0.00,0,6.183,35.366,108.580,0.885,0.336,0.110,41.30,-35.00,1501.00,-368.00,3095.0000
92888,0.00,0.00,0.00,0,6.908,22.137,104.015,0.978,0.290,0.062,41.30,26.00,1527.00,-381.00,3094.0000
92918,0.00,0.00,0.00,0,10.450,19.145,93.679,0.980,0.243,0.037,41.31,88.00,1566.00,-388.00,3094.0000
92953,0.00,0.00,0.00,0,12.542,18.832,83.611,0.969,0.170,0.094,41.32,165.00,1576.00,-413.00,3094.0000
92983,0.00,0.00,0.00,0,10.405,18.885,80.916,1.039,0.176,0.097,41.31,215.00,1581.00,-421.00,3095.0000
93013,0.00,0.00,0.00,0,12.939,19.634,77.649,1.023,0.095,0.127,41.30,276.00,1607.00,-426.00,3095.0000
93043,0.00,0.00,0.00,0,10.702,7.710,62.069,1.009,0.113,0.129,41.32,313.00,1586.00,-431.00,3094.0000
93073,0.00,0.00,0.00,0,5.863,8.618,56.824,1.025,0.061,0.097,41.32,360.00,1607.00,-438.00,3095.0000
93138,0.00,0.00,0.00,0,7.725,12.443,30.046,1.020,-0.019,0.132,41.30,407.00,1597.00,-443.00,3095.0000
93186,0.00,0.00,0.00,0,-5.939,18.153,27.382,1.068,0.044,0.170,41.31,430.00,1571.00,-456.00,3098.0000
93216,0.00,0.00,0.00,0,-10.687,24.305,30.977,1.075,0.004,0.141,41.32,461.00,1586.00,-478.00,3094.0000
93247,0.00,0.00,0.00,0,-17.313,38.863,35.405,1.014,-0.028,0.126,41.32,496.00,1566.00,-498.00,3094.0000
93277,0.00,0.00,0.00,0,-24.786,51.992,42.008,1.007,-0.037,0.173,41.30,522.00,1542.00,-543.00,3095.0000
93312,0.00,0.00,0.00,0,-25.198,55.634,36.588,0.988,-0.130,0.291,41.30,573.00,1503.00,-583.00,3093.0000
93343,0.00,0.00,0.00,0,-24.252,36.603,8.931,0.961,-0.111,0.245,41.30,578.00,1481.00,-603.00,3095.0000
93373,0.00,0.00,0.00,0,-21.412,37.611,-14.947,0.998,-0.108,0.256,41.32,585.00,1483.00,-608.00,3095.0000
93414,0.00,0.00,0.00,0,-12.031,34.855,-37.298,0.999,-0.073,0.326,41.31,558.00,1470.00,-633.00,3092.0000
93444,0.00,0.00,0.00,0,-0.359,23.145,-53.214,1.015,-0.090,0.286,41.30,522.00,1437.00,-660.00,3091.0000
93479,0.00,0.00,0.00,0,6.550,19.252,-63.260,0.954,-0.022,0.349,41.31,458.00,1426.00,-672.00,3095.0000
93510,0.00,0.00,0.00,0,5.725,11.550,-63.214,1.042,0.046,0.325,41.31,407.00,1408.00,-670.00,3098.0000
93540,0.00,0.00,0.00,0,4.672,6.382,-63.542,1.007,0.062,0.346,41.30,367.00,1398.00,-677.00,3098.0000
93570,0.00,0.00,0.00,0,14.107,-9.611,-70.450,0.983,0.106,0.325,41.31,326.00,1387.00,-670.00,3095.0000
93600,0.00,0.00,0.00,0,16.275,-16.092,-65.397,0.913,0.144,0.387,41.31,273.00,1382.00,-660.00,3095.0000
93635,0.00,0.00,0.00,0,13.244,-23.282,-51.542,1.058,0.208,0.255,41.31,225.00,1396.00,-633.00,3094.0000
93666,0.00,0.00,0.00,0,19.481,-27.221,-36.656,0.980,0.188,0.281,41.31,191.00,1390.00,-603.00,3097.0000
93696,0.00,0.00,0.00,0,24.053,-41.321,-26.412,0.929,0.243,0.313,41.31,160.00,1406.00,-588.00,3097.0000
93726,0.00,0.00,0.00,0,25.786,-45.061,-14.962,0.984,0.218,0.213,41.31,153.00,1431.00,-553.00,3091.0000
93757,0.00,0.00,0.00,0,25.534,-42.832,-2.580,1.003,0.222,0.210,41.31,136.00,1445.00,-531.00,3095.0000
93792,0.00,0.00,0.00,0,25.695,-44.076,8.992,0.982,0.230,0.147,41.31,138.00,1465.00,-498.00,3095.0000
93822,0.00,0.00,0.00,0,24.557,-46.779,22.939,0.983,0.219,0.129,41.30,141.00,1478.00,-461.00,3098.0000
93852,0.00,0.00,0.00,0,16.466,-45.534,32.527,1.001,0.192,0.111,41.31,165.00,1520.00,-441.00,3092.0000
93882,0.00,0.00,0.00,0,13.504,-46.901,36.374,1.010,0.167,0.114,41.32,182.00,1535.00,-413.00,3095.0000
93913,0.00,0.00,0.00,0,12.817,-47.725,36.275,1.025,0.177,0.078,41.31,213.00,1573.00,-376.00,3095.0000
93948,0.00,0.00,0.00,0,6.000,-43.336,42.679,1.011,0.118,0.002,41.31,227.00,1597.00,-336.00,3095.0000
93978,0.00,0.00,0.00,0,-2.000,-26.397,49.802,1.026,0.136,0.037,41.30,268.00,1617.00,-326.00,3095.0000
94008,0.00,0.00,0.00,0,-13.985,-11.336,57.702,1.042,0.069,0.017,41.31,321.00,1628.00,-326.00,3095.0000
94039,0.00,0.00,0.00,0,-23.267,-0.443,60.267,1.013,0.011,-0.008,41.30,368.00,1648.00,-323.00,3097.0000
94069,0.00,0.00,0.00,0,-31.244,10.588,56.496,1.055,0.013,0.016,41.31,420.00,1636.00,-336.00,3095.0000
94104,0.00,0.00,0.00,0,-33.802,14.809,47.893,0.985,-0.057,0.054,41.30,477.00,1643.00,-338.00,3098.0000
94134,0.00,0.00,0.00,0,-34.015,14.359,43.252,1.011,-0.036,0.040,41.31,518.00,1643.00,-363.00,3091.0000
94164,0.00,0.00,0.00,0,-38.695,23.466,41.344,1.053,-0.080,0.026,41.30,550.00,1638.00,-371.00,3095.0000
94195,0.00,0.00,0.00,0,-37.908,28.832,35.008,1.058,-0.113,0.068,41.32,595.00,1622.00,-381.00,3095.0000
94225,0.00,0.00,0.00,0,-30.542,27.000,18.252,1.037,-0.114,0.056,41.29,595.00,1615.00,-398.00,3095.0000
94260,0.00,0.00,0.00,0,-25.679,25.573,-1.198,1.045,-0.110,0.056,41.30,607.00,1610.00,-416.00,3094.0000
94290,0.00,0.00,0.00,0,-23.603,20.084,-18.023,1.044,-0.106,0.104,41.30,592.00,1588.00,-418.00,3095.0000
94321,0.00,0.00,0.00,0,-15.931,11.145,-34.565,1.088,-0.078,0.102,41.31,578.00,1590.00,-431.00,3095.0000
94351,0.00,0.00,0.00,0,-5.931,3.649,-48.061,1.010,-0.062,0.106,41.30,556.00,1595.00,-436.00,3095.0000
94382,0.00,0.00,0.00,0,2.779,-4.069,-54.145,1.067,-0.006,0.058,41.30,525.00,1605.00,-441.00,3093.0000
94443,0.00,0.00,0.00,0,16.069,-8.771,-47.099,1.017,0.046,0.073,41.31,433.00,1583.00,-428.00,3094.0000
94473,0.00,0.00,0.00,0,19.443,-11.389,-40.023,1.014,0.069,0.061,41.30,405.00,1595.00,-408.00,3096.0000
94503,0.00,0.00,0.00,0,23.282,-14.061,-29.962,1.042,0.069,0.051,41.31,376.00,1583.00,-388.00,3095.0000
94534,0.00,0.00,0.00,0,27.008,-25.198,-25.634,1.009,0.083,0.048,41.31,350.00,1578.00,-381.00,3093.0000
94564,0.00,0.00,0.00,0,35.099,-27.191,-19.687,1.013,0.101,0.021,41.30,321.00,1600.00,-368.00,3094.0000
94599,0.00,0.00,0.00,0,39.137,-25.832,-10.611,1.056,0.115,0.055,41.30,316.00,1612.00,-341.00,3095.0000
94630,0.00,0.00,0.00,0,35.885,-27.290,-5.687,1.051,0.104,-0.008,41.31,305.00,1625.00,-310.00,3095.0000
94660,0.00,0.00,0.00,0,38.908,-37.221,1.023,1.020,0.110,0.003,41.31,292.00,1641.00,-287.00,3099.0000
94690,0.00,0.00,0.00,0,37.168,-53.481,15.122,1.013,0.117,-0.048,41.31,300.00,1653.00,-237.00,3094.0000
94720,0.00,0.00,0.00,0,25.908,-52.282,26.893,1.040,0.114,-0.062,41.30,311.00,1663.00,-212.00,3096.0000
94756,0.00,0.00,0.00,0,18.145,-51.221,40.603,0.969,0.054,-0.108,41.32,345.00,1700.00,-175.00,3094.0000
94786,0.00,0.00,0.00,0,13.366,-55.786,56.481,0.993,0.044,-0.143,41.31,386.00,1702.00,-122.00,3095.0000
94816,0.00,0.00,0.00,0,4.031,-55.893,69.947,1.010,0.009,-0.188,41.31,438.00,1733.00,-97.00,3097.0000
94846,0.00,0.00,0.00,0,-7.038,-44.656,75.664,0.990,-0.043,-0.216,41.31,491.00,1743.00,-62.00,3098.0000
94876,0.00,0.00,0.00,0,-15.672,-31.664,73.901,0.979,-0.090,-0.199,41.30,545.00,1736.00,-45.00,3095.0000
94911,0.00,0.00,0.00,0,-25.275,-17.191,59.107,0.982,-0.119,-0.286,41.30,587.00,1750.00,-22.00,3095.0000
95002,0.00,0.00,0.00,0,-55.534,88.328,37.878,0.996,-0.201,-0.320,41.30,683.00,1736.00,-85.00,3094.0000
95134,0.00,0.00,0.00,0,5.840,122.351,-50.183,0.995,-0.101,0.173,41.29,662.00,1595.00,-433.00,3097.0000
95275,0.00,0.00,0.00,0,33.450,-19.672,-42.290,1.015,0.016,0.209,41.29,485.00,1542.00,-511.00,3095.0000
95408,0.00,0.00,0.00,0,31.321,-52.794,-17.099,1.039,0.068,-0.018,41.30,365.00,1636.00,-326.00,3093.0000
95608,0.00,0.00,0.00,0,3.237,-52.481,51.481,0.978,-0.013,-0.289,41.29,438.00,1752.00,-12.00,3095.0000
95725,0.00,0.00,0.00,0,-12.275,53.992,41.015,1.053,-0.115,-0.352,41.30,602.00,1750.00,-42.00,3094.0000
95807,0.00,0.00,0.00,0,-0.397,169.847,-22.679,1.011,-0.113,0.001,41.29,600.00,1666.00,-300.00,3093.0000
95838,0.00,0.00,0.00,0,-2.481,150.702,-33.634,0.971,-0.084,-0.002,41.29,590.00,1628.00,-391.00,3094.0000
95868,0.00,0.00,0.00,0,-5.542,140.481,-34.031,1.002,-0.035,0.158,41.29,545.00,1563.00,-468.00,3099.0000
95904,0.00,0.00,0.00,0,-14.389,104.641,-28.626,1.041,-0.027,0.267,41.31,542.00,1515.00,-551.00,3093.0000
95934,0.00,0.00,0.00,0,-8.573,79.450,-25.992,1.002,-0.015,0.266,41.31,532.00,1491.00,-583.00,3097.0000
95964,0.00,0.00,0.00,0,-3.985,66.733,-34.916,0.978,-0.008,0.272,41.31,506.00,1450.00,-613.00,3097.0000
95995,0.00,0.00,0.00,0,7.992,38.519,-40.573,1.006,-0.011,0.293,41.31,482.00,1442.00,-647.00,3093.0000
96030,0.00,0.00,0.00,0,26.252,8.229,-38.740,0.989,0.042,0.336,41.30,430.00,1426.00,-647.00,3095.0000
96060,0.00,0.00,0.00,0,32.008,-12.046,-41.366,0.980,0.049,0.367,41.30,407.00,1426.00,-662.00,3094.0000
96091,0.00,0.00,0.00,0,34.450,-30.305,-50.092,0.976,0.209,0.415,41.29,345.00,1435.00,-618.00,3098.0000
96121,0.00,0.00,0.00,0,32.038,-56.466,-50.099,1.050,0.118,0.331,41.31,323.00,1470.00,-578.00,3095.0000
96152,0.00,0.00,0.00,0,40.206,-75.725,-45.351,1.011,0.094,0.188,41.30,297.00,1517.00,-426.00,3096.0000
96187,0.00,0.00,0.00,0,42.908,-82.153,-42.557,1.123,0.202,0.097,41.29,232.00,1547.00,-361.00,3094.0000
96217,0.00,0.00,0.00,0,40.153,-92.038,-38.725,0.922,0.360,0.076,41.29,206.00,1568.00,-287.00,3095.0000
96248,0.00,0.00,0.00,0,30.153,-76.046,-18.221,1.019,0.132,0.098,41.29,182.00,1573.00,-242.00,3098.0000
96278,0.00,0.00,0.00,0,6.771,-54.863,19.824,0.994,0.289,-0.072,41.30,203.00,1615.00,-200.00,3098.0000
96308,0.00,0.00,0.00,0,-5.557,-38.962,54.374,0.989,0.181,-0.063,41.30,235.00,1627.00,-172.00,3095.0000
96359,0.00,0.00,0.00,0,-18.863,-34.137,85.351,1.052,0.048,-0.095,41.28,368.00,1666.00,-142.00,3098.0000
96401,0.00,0.00,0.00,0,-24.588,-19.710,95.252,1.070,0.001,-0.115,41.30,475.00,1702.00,-112.00,3096.0000
96432,0.00,0.00,0.00,0,-35.931,-2.534,99.015,1.011,0.015,-0.006,41.31,540.00,1690.00,-132.00,3097.0000
96473,0.00,0.00,0.00,0,-52.947,19.305,99.237,0.987,-0.129,-0.082,41.30,655.00,1695.00,-152.00,3098.0000
96503,0.00,0.00,0.00,0,-55.313,35.672,86.763,0.988,-0.175,-0.074,41.29,732.00,1677.00,-165.00,3097.0000
96538,0.00,0.00,0.00,0,-42.435,38.275,60.214,1.042,-0.202,0.011,41.30,772.00,1661.00,-185.00,3095.0000
96569,0.00,0.00,0.00,0,-28.733,38.031,41.687,0.997,-0.234,-0.038,41.30,816.00,1638.00,-212.00,3098.0000
96599,0.00,0.00,0.00,0,-11.130,44.908,26.237,1.044,-0.231,0.012,41.29,823.00,1631.00,-227.00,3095.0000
96630,0.00,0.00,0.00,0,-1.191,47.756,12.649,0.979,-0.226,0.068,41.30,842.00,1612.00,-252.00,3095.0000
96660,0.00,0.00,0.00,0,3.756,40.374,-2.542,1.024,-0.226,0.081,41.31,847.00,1610.00,-292.00,3094.0000
96695,0.00,0.00,0.00,0,16.023,37.038,-19.756,1.027,-0.213,0.112,41.29,832.00,1605.00,-317.00,3095.0000
96726,0.00,0.00,0.00,0,23.611,28.656,-28.458,1.023,-0.196,0.111,41.29,790.00,1581.00,-333.00,3099.0000
96756,0.00,0.00,0.00,0,26.366,20.290,-37.840,1.029,-0.175,0.134,41.30,766.00,1590.00,-343.00,3095.0000
96787,0.00,0.00,0.00,0,31.115,12.099,-44.489,1.035,-0.145,0.148,41.29,722.00,1588.00,-361.00,3097.0000
96817,0.00,0.00,0.00,0,33.916,3.115,-45.504,0.974,-0.101,0.228,41.29,691.00,1605.00,-366.00,3095.0000
96853,0.00,0.00,0.00,0,30.038,-10.305,-37.076,1.032,-0.078,0.136,41.30,650.00,1605.00,-353.00,3095.0000
96883,0.00,0.00,0.00,0,23.427,-20.351,-29.931,1.013,-0.080,0.127,41.29,628.00,1597.00,-338.00,3094.0000
96913,0.00,0.00,0.00,0,15.260,-23.344,-22.305,1.057,-0.039,0.109,41.30,602.00,1617.00,-326.00,3094.0000
96944,0.00,0.00,0.00,0,13.046,-27.542,-12.046,1.040,-0.059,0.105,41.31,590.00,1631.00,-310.00,3098.0000
96974,0.00,0.00,0.00,0,11.977,-39.450,-8.695,1.006,-0.049,0.111,41.29,558.00,1636.00,-272.00,3093.0000
97010,0.00,0.00,0.00,0,7.573,-54.420,-4.542,1.022,-0.049,0.039,41.31,571.00,1656.00,-235.00,3095.0000
97040,0.00,0.00,0.00,0,2.267,-53.893,-0.130,1.030,-0.057,-0.044,41.30,571.00,1677.00,-210.00,3095.0000
97071,0.00,0.00,0.00,0,1.458,-46.641,1.359,1.020,-0.077,-0.039,41.30,576.00,1677.00,-185.00,3095.0000
97101,0.00,0.00,0.00,0,2.649,-37.550,-3.687,1.031,-0.067,-0.099,41.30,563.00,1680.00,-155.00,3094.0000
97132,0.00,0.00,0.00,0,1.450,-16.015,-9.504,1.042,-0.065,-0.100,41.30,571.00,1705.00,-127.00,3099.0000
97167,0.00,0.00,0.00,0,2.817,8.336,-10.031,1.065,-0.046,-0.102,41.29,550.00,1700.00,-140.00,3097.0000
97198,0.00,0.00,0.00,0,-0.466,27.733,-11.679,0.991,-0.026,-0.049,41.29,547.00,1708.00,-152.00,3095.0000
97228,0.00,0.00,0.00,0,-2.435,35.969,-14.649,1.013,-0.003,-0.040,41.31,540.00,1685.00,-180.00,3094.0000
97258,0.00,0.00,0.00,0,-1.763,45.244,-18.718,1.042,0.012,-0.004,41.30,530.00,1682.00,-205.00,3095.0000
97289,0.00,0.00,0.00,0,0.672,50.305,-26.267,1.032,0.006,0.035,41.29,503.00,1670.00,-240.00,3095.0000
97324,0.00,0.00,0.00,0,12.336,46.275,-37.023,1.055,0.036,0.087,41.30,467.00,1648.00,-270.00,3089.0000
97355,0.00,0.00,0.00,0,21.450,34.870,-40.931,0.993,0.056,0.125,41.30,441.00,1633.00,-292.00,3099.0000
97399,0.00,0.00,0.00,0,19.924,6.634,-42.824,1.070,0.111,0.097,41.30,383.00,1617.00,-302.00,3093.0000
97439,0.00,0.00,0.00,0,13.359,-6.779,-30.794,1.064,0.131,0.068,41.30,333.00,1620.00,-285.00,3092.0000
97482,0.00,0.00,0.00,0,2.817,-16.458,-11.740,1.037,0.119,0.066,41.30,318.00,1620.00,-287.00,3095.0000
97517,0.00,0.00,0.00,0,-1.756,-20.794,4.198,1.041,0.126,0.077,41.30,340.00,1627.00,-265.00,3098.0000
97547,0.00,0.00,0.00,0,-11.649,-23.992,20.992,1.038,0.110,0.042,41.30,352.00,1638.00,-235.00,3094.0000
97577,0.00,0.00,0.00,0,-20.557,-24.855,37.779,0.994,0.087,0.029,41.30,391.00,1672.00,-220.00,3095.0000
97608,0.00,0.00,0.00,0,-28.473,-17.740,52.069,1.013,0.043,-0.007,41.30,433.00,1663.00,-215.00,3099.0000
97638,0.00,0.00,0.00,0,-31.412,-6.305,54.763,1.031,0.012,-0.001,41.30,477.00,1685.00,-197.00,3099.0000
97689,0.00,0.00,0.00,0,-14.725,4.878,35.878,1.022,-0.038,0.005,41.31,537.00,1682.00,-212.00,3093.0000
97731,0.00,0.00,0.00,0,-2.557,9.595,9.695,1.010,-0.032,0.003,41.31,540.00,1682.00,-227.00,3093.0000
97761,0.00,0.00,0.00,0,-0.046,15.534,-3.573,1.058,-0.022,0.000,41.31,561.00,1677.00,-230.00,3097.0000
97791,0.00,0.00,0.00,0,6.053,18.840,-15.962,1.011,-0.004,0.047,41.30,525.00,1672.00,-257.00,3095.0000
97821,0.00,0.00,0.00,0,12.725,17.260,-22.542,1.047,0.000,0.012,41.32,516.00,1661.00,-247.00,3098.0000
97857,0.00,0.00,0.00,0,17.740,12.832,-32.290,1.017,0.016,0.077,41.31,485.00,1653.00,-262.00,3095.0000
97887,0.00,0.00,0.00,0,22.107,3.489,-39.779,1.101,0.028,0.018,41.31,443.00,1651.00,-260.00,3095.0000
97917,0.00,0.00,0.00,0,30.405,8.053,-44.824,1.054,0.074,0.075,41.30,412.00,1651.00,-257.00,3095.0000
97948,0.00,0.00,0.00,0,30.710,3.198,-42.466,1.078,0.102,0.088,41.31,355.00,1633.00,-257.00,3097.0000
97978,0.00,0.00,0.00,0,21.305,-6.603,-29.641,1.067,0.133,0.094,41.32,337.00,1625.00,-227.00,3098.0000
98014,0.00,0.00,0.00,0,8.160,-12.695,-7.931,1.091,0.127,0.050,41.30,336.00,1643.00,-225.00,3095.0000
98044,0.00,0.00,0.00,0,-1.305,-28.099,9.229,0.985,0.106,0.091,41.32,342.00,1638.00,-215.00,3097.0000
98074,0.00,0.00,0.00,0,-6.290,-58.802,26.351,1.022,0.089,-0.025,41.31,373.00,1672.00,-170.00,3093.0000
98105,0.00,0.00,0.00,0,-13.710,-57.008,43.756,1.024,0.078,-0.083,41.32,415.00,1702.00,-140.00,3095.0000
98135,0.00,0.00,0.00,0,-19.145,-35.305,59.000,0.988,0.031,-0.108,41.31,448.00,1716.00,-127.00,3095.0000
98170,0.00,0.00,0.00,0,-17.863,-5.519,57.412,1.001,-0.021,-0.068,41.32,491.00,1723.00,-110.00,3098.0000
98201,0.00,0.00,0.00,0,-16.748,20.038,43.695,1.020,-0.033,-0.052,41.31,550.00,1708.00,-130.00,3094.0000
98231,0.00,0.00,0.00,0,-19.870,38.130,32.893,1.042,-0.036,-0.043,41.30,571.00,1711.00,-160.00,3097.0000
98262,0.00,0.00,0.00,0,-19.847,58.550,24.969,0.954,-0.046,0.083,41.31,592.00,1708.00,-182.00,3097.0000
98292,0.00,0.00,0.00,0,-17.328,60.115,17.282,1.007,-0.071,-0.041,41.31,615.00,1677.00,-227.00,3095.0000
98327,0.00,0.00,0.00,0,-13.321,71.992,5.008,1.014,-0.075,0.032,41.30,616.00,1646.00,-287.00,3097.0000
