now[ms],AHT_tmp[C],AHT_hum,BMP_temp[C],BMP_pres,gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz,volt
36819,0.00,0.00,0.00,0,-73.962,-52.878,4.344,0.301,0.182,0.866,41.35,-26.00,343.00,-937.00,3098.0000
36848,0.00,0.00,0.00,0,-77.427,-36.649,2.802,0.328,0.129,0.917,41.34,37.00,338.00,-952.00,3099.0000
36877,0.00,0.00,0.00,0,-75.389,-31.534,3.191,0.329,0.111,1.021,41.35,86.00,372.00,-971.00,3098.0000
36911,0.00,0.00,0.00,0,-76.450,-31.092,0.405,0.361,0.027,0.916,41.35,162.00,416.00,-1001.00,3097.0000
36940,0.00,0.00,0.00,0,-78.275,-16.519,-3.053,0.387,0.038,0.962,41.34,230.00,423.00,-996.00,3103.0000
36968,0.00,0.00,0.00,0,-74.618,-5.504,-7.779,0.414,-0.063,1.010,41.33,271.00,426.00,-1016.00,3099.0000
36997,0.00,0.00,0.00,0,-70.565,-1.885,-9.130,0.403,-0.050,0.976,41.33,323.00,440.00,-1041.00,3097.0000
37026,0.00,0.00,0.00,0,-63.473,1.527,-9.656,0.392,-0.081,0.960,41.34,362.00,432.00,-1046.00,3095.0000
37060,0.00,0.00,0.00,0,-61.595,8.282,-15.992,0.375,-0.125,0.935,41.34,412.00,423.00,-1056.00,3098.0000
37089,0.00,0.00,0.00,0,-52.099,20.198,-21.641,0.368,-0.134,1.024,41.34,461.00,421.00,-1058.00,3098.0000
37118,0.00,0.00,0.00,0,-43.252,22.794,-21.794,0.383,-0.149,0.879,41.34,501.00,401.00,-1073.00,3095.0000
37146,0.00,0.00,0.00,0,-33.252,34.183,-24.702,0.363,-0.155,0.935,41.34,516.00,385.00,-1076.00,3097.0000
37175,0.00,0.00,0.00,0,-30.214,41.298,-25.366,0.357,-0.181,0.882,41.34,542.00,355.00,-1071.00,3095.0000
37209,0.00,0.00,0.00,0,-25.824,59.450,-25.252,0.304,-0.205,0.893,41.33,563.00,316.00,-1093.00,3098.0000
37238,0.00,0.00,0.00,0,-18.710,73.038,-30.313,0.236,-0.203,1.021,41.34,556.00,275.00,-1073.00,3100.0000
37267,0.00,0.00,0.00,0,-16.901,65.656,-36.084,0.201,-0.205,1.059,41.34,585.00,225.00,-1063.00,3097.0000
37296,0.00,0.00,0.00,0,-19.756,42.603,-38.244,0.233,-0.204,0.953,41.37,615.00,191.00,-1073.00,3098.0000
37325,0.00,0.00,0.00,0,-18.939,44.389,-41.962,0.207,-0.219,0.970,41.34,623.00,176.00,-1048.00,3099.0000
37375,0.00,0.00,0.00,0,-16.122,35.191,-45.740,0.167,-0.181,0.995,41.34,660.00,132.00,-1066.00,3098.0000
37425,0.00,0.00,0.00,0,-14.344,27.267,-43.603,0.153,-0.218,0.895,41.34,693.00,130.00,-1066.00,3099.0000
37454,0.00,0.00,0.00,0,-15.115,33.573,-50.710,0.119,-0.229,1.028,41.34,710.00,113.00,-1068.00,3097.0000
37483,0.00,0.00,0.00,0,-13.427,28.634,-49.237,0.155,-0.220,0.965,41.33,727.00,96.00,-1063.00,3099.0000
37512,0.00,0.00,0.00,0,-10.237,34.183,-49.969,0.186,-0.216,0.915,41.33,746.00,77.00,-1058.00,3099.0000
37546,0.00,0.00,0.00,0,-7.015,45.435,-51.359,0.149,-0.252,0.950,41.33,756.00,65.00,-1056.00,3098.0000
37575,0.00,0.00,0.00,0,-11.015,52.885,-55.580,0.102,-0.240,0.970,41.34,777.00,23.00,-1046.00,3097.0000
37603,0.00,0.00,0.00,0,-8.130,51.565,-49.519,0.089,-0.212,0.984,41.34,797.00,6.00,-1056.00,3097.0000
37632,0.00,0.00,0.00,0,2.840,48.305,-42.069,0.062,-0.253,0.933,41.33,797.00,-11.00,-1023.00,3098.0000
37661,0.00,0.00,0.00,0,13.069,59.252,-44.130,0.078,-0.231,0.939,41.34,787.00,-50.00,-1036.00,3098.0000
37695,0.00,0.00,0.00,0,17.374,66.237,-45.718,0.046,-0.225,0.960,41.34,770.00,-98.00,-1013.00,3097.0000
37724,0.00,0.00,0.00,0,24.496,65.496,-42.641,-0.014,-0.219,1.012,41.34,772.00,-113.00,-1006.00,3095.0000
37753,0.00,0.00,0.00,0,38.137,63.664,-36.313,-0.060,-0.226,1.040,41.34,758.00,-156.00,-1003.00,3095.0000
37782,0.00,0.00,0.00,0,50.687,57.336,-34.336,-0.056,-0.190,1.003,41.34,720.00,-188.00,-976.00,3094.0000
37815,0.00,0.00,0.00,0,66.260,48.573,-30.031,-0.139,-0.127,1.083,41.34,655.00,-220.00,-973.00,3097.0000
37844,0.00,0.00,0.00,0,86.611,42.031,-24.130,-0.123,-0.085,1.044,41.34,616.00,-236.00,-963.00,3094.0000
37873,0.00,0.00,0.00,0,96.679,39.214,-21.779,-0.130,-0.100,1.031,41.33,571.00,-263.00,-937.00,3094.0000
37902,0.00,0.00,0.00,0,100.115,26.389,-31.664,-0.145,0.031,0.973,41.34,490.00,-292.00,-940.00,3097.0000
37931,0.00,0.00,0.00,0,100.634,25.206,-33.160,-0.144,0.067,0.964,41.33,448.00,-307.00,-907.00,3095.0000
37965,0.00,0.00,0.00,0,97.260,29.084,-23.740,-0.184,0.125,1.082,41.33,371.00,-318.00,-902.00,3093.0000
37994,0.00,0.00,0.00,0,92.115,13.824,-12.634,-0.194,0.157,0.986,41.33,316.00,-318.00,-890.00,3099.0000
38023,0.00,0.00,0.00,0,85.962,3.893,-7.565,-0.174,0.177,0.985,41.35,277.00,-323.00,-870.00,3097.0000
38052,0.00,0.00,0.00,0,84.084,-6.550,-4.710,-0.171,0.238,0.976,41.34,215.00,-323.00,-870.00,3099.0000
38081,0.00,0.00,0.00,0,82.206,-14.466,-0.672,-0.139,0.271,0.912,41.35,183.00,-328.00,-857.00,3098.0000
38114,0.00,0.00,0.00,0,76.794,-18.282,1.863,-0.135,0.274,0.917,41.33,112.00,-307.00,-850.00,3097.0000
38143,0.00,0.00,0.00,0,70.580,-20.458,-0.443,-0.155,0.326,0.948,41.34,73.00,-292.00,-847.00,3098.0000
38172,0.00,0.00,0.00,0,61.901,-31.679,0.046,-0.125,0.398,0.919,41.32,32.00,-261.00,-820.00,3097.0000
38201,0.00,0.00,0.00,0,41.924,-43.405,6.511,-0.075,0.421,0.944,41.33,13.00,-238.00,-825.00,3097.0000
38230,0.00,0.00,0.00,0,22.473,-56.267,14.092,-0.068,0.372,0.874,41.33,8.00,-215.00,-845.00,3095.0000
38264,0.00,0.00,0.00,0,5.656,-64.427,11.992,-0.060,0.420,0.967,41.33,6.00,-183.00,-860.00,3097.0000
38295,0.00,0.00,0.00,0,-6.282,-81.153,14.504,0.022,0.398,0.928,41.33,6.00,-106.00,-887.00,3097.0000
38324,0.00,0.00,0.00,0,-15.550,-92.847,19.244,0.042,0.397,0.927,41.33,6.00,-36.00,-902.00,3093.0000
38353,0.00,0.00,0.00,0,-25.718,-100.107,20.473,0.052,0.361,0.872,41.33,50.00,13.00,-952.00,3095.0000
38384,0.00,0.00,0.00,0,-38.687,-91.527,19.168,0.206,0.378,0.851,41.33,63.00,72.00,-960.00,3098.0000
38423,0.00,0.00,0.00,0,-58.496,-65.550,19.534,0.215,0.292,0.879,41.33,122.00,163.00,-998.00,3097.0000
38457,0.00,0.00,0.00,0,-64.122,-50.794,14.702,0.248,0.245,0.949,41.34,170.00,191.00,-1006.00,3098.0000
38486,0.00,0.00,0.00,0,-62.305,-47.290,10.344,0.399,0.242,0.916,41.33,230.00,236.00,-1041.00,3099.0000
38515,0.00,0.00,0.00,0,-63.664,-42.924,10.511,0.311,0.185,0.945,41.34,268.00,258.00,-1058.00,3097.0000
38544,0.00,0.00,0.00,0,-61.634,-35.916,7.573,0.301,0.152,0.972,41.34,307.00,300.00,-1056.00,3094.0000
38573,0.00,0.00,0.00,0,-58.817,-33.267,4.412,0.426,0.142,0.893,41.32,350.00,331.00,-1056.00,3093.0000
38622,0.00,0.00,0.00,0,-55.924,-29.267,0.130,0.358,0.080,0.966,41.33,425.00,365.00,-1076.00,3100.0000
38662,0.00,0.00,0.00,0,-56.855,-16.382,-4.382,0.387,0.042,0.929,41.33,496.00,385.00,-1091.00,3097.0000
38691,0.00,0.00,0.00,0,-54.328,-4.420,-7.198,0.375,0.029,0.935,41.32,525.00,391.00,-1086.00,3097.0000
38720,0.00,0.00,0.00,0,-54.244,1.527,-10.664,0.378,0.007,0.910,41.32,576.00,388.00,-1091.00,3099.0000
38749,0.00,0.00,0.00,0,-56.275,9.260,-13.588,0.388,-0.031,0.910,41.34,621.00,387.00,-1091.00,3099.0000
38783,0.00,0.00,0.00,0,-53.908,22.412,-16.427,0.336,-0.052,0.956,41.32,667.00,385.00,-1096.00,3097.0000
38812,0.00,0.00,0.00,0,-48.695,22.557,-19.382,0.366,-0.069,0.961,41.33,712.00,352.00,-1098.00,3098.0000
38841,0.00,0.00,0.00,0,-44.099,24.000,-19.702,0.342,-0.106,0.966,41.33,738.00,352.00,-1096.00,3098.0000
38870,0.00,0.00,0.00,0,-37.008,21.420,-20.679,0.333,-0.094,0.907,41.33,753.00,343.00,-1093.00,3095.0000
38904,0.00,0.00,0.00,0,-29.725,27.710,-20.893,0.329,-0.115,0.915,41.33,792.00,318.00,-1076.00,3095.0000
38933,0.00,0.00,0.00,0,-25.908,37.099,-21.229,0.276,-0.140,1.027,41.32,813.00,305.00,-1071.00,3098.0000
38962,0.00,0.00,0.00,0,-22.489,32.672,-24.023,0.296,-0.138,0.962,41.34,811.00,280.00,-1063.00,3095.0000
38991,0.00,0.00,0.00,0,-19.366,34.519,-24.519,0.289,-0.141,0.943,41.33,847.00,253.00,-1073.00,3097.0000
39020,0.00,0.00,0.00,0,-16.328,38.099,-24.397,0.269,-0.139,0.997,41.33,855.00,251.00,-1066.00,3097.0000
39054,0.00,0.00,0.00,0,-11.466,43.511,-25.992,0.252,-0.163,0.927,41.33,866.00,232.00,-1066.00,3095.0000
39083,0.00,0.00,0.00,0,-12.725,53.168,-25.023,0.248,-0.132,1.004,41.34,881.00,191.00,-1046.00,3095.0000
39112,0.00,0.00,0.00,0,-9.672,51.366,-18.107,0.224,-0.125,0.959,41.32,873.00,176.00,-1046.00,3098.0000
39140,0.00,0.00,0.00,0,-11.160,57.557,-15.061,0.172,-0.191,1.005,41.33,883.00,132.00,-1043.00,3099.0000
39169,0.00,0.00,0.00,0,-5.374,55.725,-18.305,0.141,-0.167,1.027,41.33,886.00,86.00,-1031.00,3098.0000
39203,0.00,0.00,0.00,0,9.344,47.618,-19.137,0.116,-0.148,0.995,41.33,886.00,67.00,-1028.00,3099.0000
39232,0.00,0.00,0.00,0,24.534,45.664,-16.397,0.089,-0.141,1.022,41.33,871.00,42.00,-1031.00,3095.0000
39261,0.00,0.00,0.00,0,35.840,49.641,-13.855,0.053,-0.136,1.022,41.33,835.00,0.00,-1018.00,3098.0000
39290,0.00,0.00,0.00,0,44.893,49.061,-13.733,0.038,-0.122,0.976,41.33,811.00,-18.00,-1028.00,3098.0000
39319,0.00,0.00,0.00,0,51.191,51.458,-16.221,0.041,-0.091,0.989,41.33,782.00,-72.00,-1016.00,3099.0000
39353,0.00,0.00,0.00,0,53.695,53.260,-13.053,0.007,-0.055,1.030,41.33,737.00,-98.00,-1013.00,3097.0000
39382,0.00,0.00,0.00,0,57.275,45.053,-8.168,-0.030,-0.010,1.004,41.30,693.00,-125.00,-988.00,3099.0000
39411,0.00,0.00,0.00,0,62.687,31.519,-6.076,-0.048,0.002,0.973,41.33,655.00,-147.00,-983.00,3098.0000
39450,0.00,0.00,0.00,0,61.092,33.046,-7.450,-0.065,0.050,1.004,41.33,595.00,-158.00,-988.00,3095.0000
39479,0.00,0.00,0.00,0,56.580,32.740,-7.740,-0.108,0.063,1.044,41.31,563.00,-200.00,-976.00,3097.0000
39513,0.00,0.00,0.00,0,59.069,24.321,-6.733,-0.087,0.112,0.953,41.34,525.00,-215.00,-971.00,3098.0000
39542,0.00,0.00,0.00,0,61.809,24.275,-4.824,-0.107,0.152,0.945,41.34,477.00,-227.00,-917.00,3098.0000
39571,0.00,0.00,0.00,0,63.710,28.252,-1.725,-0.125,0.188,0.980,41.34,446.00,-243.00,-945.00,3096.0000
39600,0.00,0.00,0.00,0,60.458,27.695,1.466,-0.150,0.198,0.993,41.34,391.00,-263.00,-927.00,3097.0000
39629,0.00,0.00,0.00,0,63.038,21.962,2.641,-0.146,0.213,0.973,41.33,355.00,-271.00,-912.00,3099.0000
39663,0.00,0.00,0.00,0,64.305,17.763,2.679,-0.149,0.273,0.976,41.33,307.00,-280.00,-885.00,3098.0000
39692,0.00,0.00,0.00,0,63.901,8.908,4.252,-0.171,0.292,0.993,41.33,276.00,-300.00,-892.00,3095.0000
39721,0.00,0.00,0.00,0,62.099,-4.031,3.954,-0.136,0.326,0.928,41.32,222.00,-295.00,-887.00,3099.0000
39750,0.00,0.00,0.00,0,61.588,-6.374,4.305,-0.151,0.354,0.950,41.33,201.00,-280.00,-865.00,3099.0000
39778,0.00,0.00,0.00,0,63.794,-5.351,4.634,-0.145,0.374,0.915,41.32,157.00,-282.00,-875.00,3098.0000
39828,0.00,0.00,0.00,0,59.924,-1.840,4.374,-0.152,0.427,0.909,41.34,100.00,-275.00,-832.00,3098.0000
39857,0.00,0.00,0.00,0,53.122,-5.809,6.809,-0.121,0.467,0.899,41.32,60.00,-271.00,-820.00,3097.0000
39886,0.00,0.00,0.00,0,47.031,-8.252,10.847,-0.125,0.478,0.913,41.33,32.00,-256.00,-810.00,3094.0000
39914,0.00,0.00,0.00,0,45.901,-14.855,14.924,-0.131,0.523,0.891,41.31,6.00,-238.00,-817.00,3099.0000
39943,0.00,0.00,0.00,0,42.840,-20.122,19.542,-0.105,0.506,0.863,41.32,-32.00,-248.00,-807.00,3096.0000
39972,0.00,0.00,0.00,0,35.802,-26.802,21.252,-0.087,0.540,0.869,41.32,-40.00,-207.00,-805.00,3099.0000
40028,0.00,0.00,0.00,0,28.198,-26.740,27.008,-0.052,0.535,0.861,41.32,-91.00,-173.00,-800.00,3093.0000
40057,0.00,0.00,0.00,0,30.870,-30.527,26.542,-0.007,0.564,0.823,41.32,-110.00,-142.00,-797.00,3097.0000
40086,0.00,0.00,0.00,0,28.595,-32.321,29.023,0.009,0.590,0.821,41.32,-133.00,-108.00,-805.00,3099.0000
40115,0.00,0.00,0.00,0,24.260,-27.664,29.427,0.009,0.594,0.813,41.31,-160.00,-78.00,-802.00,3099.0000
40151,0.00,0.00,0.00,0,18.099,-27.977,28.710,0.048,0.599,0.813,41.31,-172.00,-47.00,-805.00,3094.0000
40180,0.00,0.00,0.00,0,13.855,-30.466,29.160,0.067,0.604,0.817,41.32,-167.00,-16.00,-812.00,3097.0000
40209,0.00,0.00,0.00,0,8.344,-31.244,30.069,0.082,0.600,0.811,41.32,-167.00,3.00,-795.00,3095.0000
40238,0.00,0.00,0.00,0,5.878,-31.534,30.038,0.130,0.598,0.777,41.31,-191.00,21.00,-817.00,3098.0000
40267,0.00,0.00,0.00,0,1.023,-27.771,30.481,0.134,0.613,0.793,41.32,-198.00,57.00,-805.00,3099.0000
40296,0.00,0.00,0.00,0,-3.588,-28.031,33.771,0.138,0.605,0.837,41.32,-198.00,77.00,-822.00,3100.0000
40329,0.00,0.00,0.00,0,-11.031,-41.176,36.473,0.183,0.586,0.824,41.32,-196.00,135.00,-850.00,3099.0000
40358,0.00,0.00,0.00,0,-15.496,-50.084,38.366,0.241,0.587,0.759,41.32,-186.00,163.00,-867.00,3099.0000
40387,0.00,0.00,0.00,0,-25.679,-45.748,39.000,0.271,0.593,0.795,41.32,-180.00,215.00,-862.00,3095.0000
40417,0.00,0.00,0.00,0,-33.687,-29.611,39.985,0.276,0.508,0.802,41.33,-136.00,246.00,-885.00,3101.0000
40456,0.00,0.00,0.00,0,-28.481,-25.344,39.519,0.306,0.506,0.821,41.32,-122.00,285.00,-907.00,3099.0000
40489,0.00,0.00,0.00,0,-33.435,-21.450,34.412,0.262,0.502,0.854,41.32,-107.00,321.00,-917.00,3100.0000
40518,0.00,0.00,0.00,0,-39.443,-21.069,29.153,0.333,0.471,0.797,41.30,-71.00,343.00,-935.00,3097.0000
40547,0.00,0.00,0.00,0,-42.221,-17.145,21.534,0.348,0.437,0.831,41.30,-42.00,352.00,-952.00,3098.0000
40576,0.00,0.00,0.00,0,-43.481,-13.924,14.153,0.365,0.415,0.863,41.34,-3.00,367.00,-976.00,3100.0000
40605,0.00,0.00,0.00,0,-44.366,-18.496,8.885,0.374,0.418,0.896,41.33,11.00,396.00,-981.00,3099.0000
40639,0.00,0.00,0.00,0,-47.557,-26.679,5.947,0.425,0.375,0.844,41.31,61.00,408.00,-993.00,3097.0000
40668,0.00,0.00,0.00,0,-48.679,-22.481,5.267,0.406,0.370,0.889,41.32,95.00,430.00,-998.00,3098.0000
40697,0.00,0.00,0.00,0,-52.115,-21.504,5.893,0.411,0.330,0.899,41.31,133.00,450.00,-1026.00,3099.0000
40726,0.00,0.00,0.00,0,-57.832,-24.878,4.153,0.427,0.324,0.849,41.32,177.00,476.00,-1043.00,3098.0000
40755,0.00,0.00,0.00,0,-68.359,-17.427,2.061,0.396,0.274,0.852,41.32,225.00,481.00,-1046.00,3095.0000
40788,0.00,0.00,0.00,0,-76.557,-0.221,-3.427,0.456,0.235,0.926,41.31,307.00,507.00,-1058.00,3098.0000
40817,0.00,0.00,0.00,0,-77.313,0.412,-4.069,0.421,0.201,0.934,41.32,367.00,505.00,-1093.00,3094.0000
40846,0.00,0.00,0.00,0,-71.885,-1.130,-2.084,0.385,0.148,0.988,41.32,425.00,520.00,-1083.00,3102.0000
40875,0.00,0.00,0.00,0,-67.214,-3.176,-1.374,0.424,0.136,0.868,41.32,480.00,505.00,-1096.00,3098.0000
40904,0.00,0.00,0.00,0,-68.237,1.718,-1.237,0.611,0.090,0.778,41.31,521.00,515.00,-1086.00,3094.0000
40938,0.00,0.00,0.00,0,-67.664,10.435,-2.870,0.434,0.049,0.923,41.32,585.00,525.00,-1111.00,3099.0000
40967,0.00,0.00,0.00,0,-65.244,12.076,-3.069,0.428,0.031,0.891,41.32,636.00,517.00,-1101.00,3099.0000
40996,0.00,0.00,0.00,0,-59.679,13.832,-4.435,0.423,-0.006,0.904,41.32,693.00,520.00,-1128.00,3099.0000
41024,0.00,0.00,0.00,0,-53.412,17.359,-7.031,0.418,-0.006,0.895,41.31,725.00,496.00,-1106.00,3101.0000
41053,0.00,0.00,0.00,0,-54.809,29.588,-10.740,0.426,-0.060,0.829,41.32,761.00,481.00,-1101.00,3097.0000
41103,0.00,0.00,0.00,0,-48.290,62.649,-22.069,0.344,-0.092,0.926,41.32,813.00,426.00,-1096.00,3099.0000
41132,0.00,0.00,0.00,0,-42.710,66.534,-24.099,0.315,-0.101,0.958,41.32,855.00,388.00,-1098.00,3098.0000
41161,0.00,0.00,0.00,0,-42.664,71.130,-23.802,0.281,-0.114,0.992,41.32,871.00,343.00,-1088.00,3098.0000
41190,0.00,0.00,0.00,0,-38.641,66.710,-22.321,0.251,-0.125,1.018,41.31,892.00,297.00,-1076.00,3099.0000
41219,0.00,0.00,0.00,0,-31.840,56.893,-20.366,0.244,-0.153,1.012,41.30,928.00,253.00,-1088.00,3095.0000
41253,0.00,0.00,0.00,0,-24.962,45.305,-18.328,0.209,-0.149,0.959,41.32,946.00,243.00,-1063.00,3098.0000
41282,0.00,0.00,0.00,0,-17.450,48.786,-18.145,0.191,-0.163,0.970,41.31,951.00,193.00,-1058.00,3099.0000
41311,0.00,0.00,0.00,0,-9.351,57.947,-18.359,0.195,-0.195,0.973,41.30,965.00,161.00,-1043.00,3095.0000
41339,0.00,0.00,0.00,0,-4.336,66.496,-19.626,0.141,-0.175,0.995,41.31,972.00,122.00,-1031.00,3098.0000
41368,0.00,0.00,0.00,0,5.282,66.832,-20.687,0.115,-0.157,0.995,41.32,952.00,78.00,-1041.00,3098.0000
41402,0.00,0.00,0.00,0,18.687,66.130,-18.115,0.081,-0.165,0.968,41.32,952.00,40.00,-1028.00,3099.0000
41432,0.00,0.00,0.00,0,31.176,66.473,-18.916,0.052,-0.154,1.000,41.30,933.00,6.00,-1021.00,3097.0000
41471,0.00,0.00,0.00,0,41.252,59.656,-22.168,-0.000,-0.091,1.018,41.31,876.00,-33.00,-1013.00,3097.0000
41500,0.00,0.00,0.00,0,46.649,50.580,-19.321,-0.001,-0.082,1.014,41.30,857.00,-81.00,-1008.00,3094.0000
41528,0.00,0.00,0.00,0,48.023,50.832,-15.061,-0.041,-0.073,0.982,41.32,832.00,-111.00,-1003.00,3097.0000
41562,0.00,0.00,0.00,0,45.397,59.191,-10.740,-0.070,-0.034,0.979,41.32,790.00,-147.00,-971.00,3097.0000
41591,0.00,0.00,0.00,0,47.885,59.115,-5.214,-0.109,0.017,1.009,41.32,758.00,-188.00,-978.00,3093.0000
41620,0.00,0.00,0.00,0,55.939,54.901,0.985,-0.143,0.027,0.992,41.33,727.00,-220.00,-957.00,3099.0000
41649,0.00,0.00,0.00,0,63.916,55.847,5.664,-0.164,0.048,0.969,41.33,662.00,-258.00,-947.00,3095.0000
41678,0.00,0.00,0.00,0,65.664,58.008,8.130,-0.188,0.069,1.010,41.32,610.00,-310.00,-942.00,3098.0000
41731,0.00,0.00,0.00,0,67.107,41.679,8.015,-0.219,0.142,0.979,41.32,535.00,-348.00,-897.00,3097.0000
41759,0.00,0.00,0.00,0,62.481,39.130,9.954,-0.256,0.178,0.959,41.32,506.00,-365.00,-870.00,3099.0000
41788,0.00,0.00,0.00,0,56.534,42.137,13.427,-0.288,0.189,0.975,41.31,458.00,-388.00,-857.00,3094.0000
41817,0.00,0.00,0.00,0,56.015,37.855,15.794,-0.290,0.211,0.946,41.31,422.00,-416.00,-862.00,3099.0000
41846,0.00,0.00,0.00,0,56.756,32.481,15.275,-0.285,0.247,0.939,41.33,368.00,-430.00,-827.00,3095.0000
41882,0.00,0.00,0.00,0,55.115,25.191,16.244,-0.291,0.304,0.921,41.32,316.00,-455.00,-802.00,3099.0000
41911,0.00,0.00,0.00,0,56.481,18.588,21.618,-0.335,0.324,0.919,41.32,290.00,-457.00,-802.00,3096.0000
41939,0.00,0.00,0.00,0,59.237,11.069,24.206,-0.308,0.331,0.873,41.32,245.00,-450.00,-772.00,3093.0000
41968,0.00,0.00,0.00,0,62.649,5.519,23.153,-0.316,0.365,0.886,41.32,203.00,-471.00,-777.00,3099.0000
41997,0.00,0.00,0.00,0,64.214,2.305,23.450,-0.305,0.417,0.877,41.32,141.00,-468.00,-760.00,3099.0000
42031,0.00,0.00,0.00,0,71.466,-3.679,27.809,-0.302,0.408,0.845,41.31,91.00,-445.00,-742.00,3097.0000
42060,0.00,0.00,0.00,0,72.779,-7.000,24.466,-0.280,0.455,0.829,41.30,47.00,-435.00,-735.00,3100.0000
42089,0.00,0.00,0.00,0,72.626,-5.916,21.298,-0.276,0.502,0.828,41.31,-16.00,-430.00,-707.00,3098.0000
42117,0.00,0.00,0.00,0,74.099,-9.916,21.198,-0.264,0.557,0.802,41.33,-32.00,-423.00,-692.00,3095.0000
42146,0.00,0.00,0.00,0,72.023,-14.542,21.092,-0.234,0.570,0.741,41.32,-76.00,-401.00,-672.00,3095.0000
42180,0.00,0.00,0.00,0,68.656,-14.573,20.229,-0.234,0.602,0.791,41.33,-136.00,-396.00,-657.00,3095.0000
42209,0.00,0.00,0.00,0,67.145,-21.344,19.443,-0.215,0.635,0.753,41.32,-183.00,-380.00,-650.00,3099.0000
42238,0.00,0.00,0.00,0,61.893,-26.771,20.046,-0.205,0.669,0.730,41.33,-213.00,-375.00,-638.00,3097.0000
42266,0.00,0.00,0.00,0,51.450,-28.328,19.573,-0.183,0.694,0.698,41.32,-245.00,-346.00,-626.00,3099.0000
42295,0.00,0.00,0.00,0,49.137,-30.351,20.695,-0.174,0.692,0.731,41.32,-261.00,-328.00,-636.00,3100.0000
42345,0.00,0.00,0.00,0,51.443,-42.611,22.389,-0.125,0.757,0.671,41.31,-307.00,-263.00,-616.00,3095.0000
42385,0.00,0.00,0.00,0,45.122,-44.344,24.924,-0.096,0.775,0.671,41.32,-355.00,-232.00,-588.00,3098.0000
42414,0.00,0.00,0.00,0,36.649,-48.824,28.466,-0.072,0.759,0.637,41.32,-378.00,-205.00,-623.00,3097.0000
42443,0.00,0.00,0.00,0,30.359,-49.359,30.328,-0.032,0.797,0.608,41.33,-407.00,-166.00,-596.00,3098.0000
42482,0.00,0.00,0.00,0,23.000,-41.008,30.008,-0.010,0.784,0.607,41.31,-417.00,-108.00,-603.00,3097.0000
42516,0.00,0.00,0.00,0,18.550,-41.954,26.160,-0.002,0.775,0.627,41.31,-438.00,-91.00,-606.00,3097.0000
42544,0.00,0.00,0.00,0,12.878,-43.809,22.450,0.059,0.805,0.584,41.32,-448.00,-57.00,-611.00,3097.0000
42573,0.00,0.00,0.00,0,5.305,-38.122,21.427,0.066,0.804,0.604,41.32,-438.00,-13.00,-631.00,3095.0000
42602,0.00,0.00,0.00,0,2.076,-35.908,20.069,0.084,0.793,0.598,41.32,-443.00,11.00,-636.00,3092.0000
42631,0.00,0.00,0.00,0,1.756,-37.893,20.427,0.120,0.795,0.564,41.32,-462.00,21.00,-636.00,3093.0000
42665,0.00,0.00,0.00,0,1.023,-33.351,18.489,0.129,0.794,0.620,41.32,-446.00,65.00,-633.00,3097.0000
42694,0.00,0.00,0.00,0,0.847,-39.076,18.405,0.149,0.799,0.641,41.32,-453.00,88.00,-647.00,3098.0000
42722,0.00,0.00,0.00,0,-4.672,-48.656,22.534,0.191,0.815,0.589,41.32,-451.00,116.00,-657.00,3100.0000
42751,0.00,0.00,0.00,0,-12.985,-48.710,26.092,0.192,0.779,0.617,41.31,-456.00,152.00,-685.00,3098.0000
42780,0.00,0.00,0.00,0,-16.382,-51.420,28.695,0.234,0.796,0.573,41.32,-443.00,193.00,-685.00,3098.0000
42814,0.00,0.00,0.00,0,-22.733,-48.649,29.916,0.254,0.730,0.602,41.31,-431.00,246.00,-702.00,3097.0000
42843,0.00,0.00,0.00,0,-24.221,-46.786,27.229,0.275,0.755,0.575,41.31,-415.00,287.00,-722.00,3098.0000
42872,0.00,0.00,0.00,0,-27.298,-41.107,25.939,0.303,0.738,0.621,41.32,-396.00,323.00,-742.00,3095.0000
42900,0.00,0.00,0.00,0,-30.244,-37.550,23.985,0.342,0.700,0.592,41.32,-376.00,350.00,-747.00,3097.0000
42929,0.00,0.00,0.00,0,-30.962,-32.214,21.435,0.352,0.724,0.640,41.33,-367.00,372.00,-752.00,3098.0000
42963,0.00,0.00,0.00,0,-35.908,-33.985,21.344,0.358,0.688,0.643,41.33,-336.00,408.00,-782.00,3095.0000
42992,0.00,0.00,0.00,0,-40.870,-35.786,20.405,0.379,0.694,0.655,41.32,-302.00,445.00,-807.00,3099.0000
43021,0.00,0.00,0.00,0,-48.809,-38.038,22.618,0.412,0.697,0.647,41.33,-280.00,462.00,-822.00,3099.0000
43050,0.00,0.00,0.00,0,-55.489,-31.802,21.901,0.447,0.626,0.685,41.32,-248.00,510.00,-837.00,3098.0000
43079,0.00,0.00,0.00,0,-57.985,-29.359,19.420,0.429,0.639,0.707,41.32,-201.00,535.00,-860.00,3097.0000
43112,0.00,0.00,0.00,0,-59.046,-39.649,23.748,0.440,0.579,0.729,41.33,-157.00,563.00,-880.00,3095.0000
43141,0.00,0.00,0.00,0,-60.290,-41.382,25.565,0.493,0.558,0.651,41.32,-107.00,610.00,-905.00,3098.0000
43170,0.00,0.00,0.00,0,-62.878,-32.504,24.252,0.519,0.501,0.737,41.32,-63.00,636.00,-912.00,3095.0000
